compound,p0,DeltaH
185,6.711822851076614e-11,113.17100742861832
186,4.3194982780877077e-13,126.08243500356927
187,6.486399607786343e-11,111.11423564031263
188,1.363929746624826e-16,152.92116318309888
189,2.4944424395007385e-14,145.37029121172327
190,1.3879941723541358e-14,145.67493081871265
191,3.814190149301947e-12,130.3872555587594
192,6.519124736534748e-14,138.85463809432147
193,6.014320748420041e-14,134.98536137205426
194,3.792334718693766e-12,128.53526797672245
195,9.143653516478356e-12,118.15033813705342
196,1.3580433639195062e-14,141.75133515866276
197,1.2828231218382037e-15,157.53158772605263
198,2.5681570203338825e-11,129.63124618712152
199,1.6527775052066013e-13,142.5426737620725
203,5.632281088379285e-13,139.2358629894617
204,2.4546815593570155e-14,143.29868313371034
205,1.6433070376468185e-13,140.69068618003553
210,2.4406161561165684e-14,141.4466955516734
212,9.143929543224271e-14,140.9953257870249
214,4.841834924828399e-11,124.77708743946314
217,2.512740088131909e-11,125.70765052707166
220,3.731885712604451e-12,126.46365989870951
230,5.209515365795488e-18,177.44886233784982
231,5.756712543489417e-15,156.05986065838164
232,5.756497572484158e-13,143.15945864951158
236,1.6145889831235736e-16,160.1337063687112
238,2.4944424395007385e-14,145.37029121172327
239,8.932652977451144e-17,158.5863583936636
241,8.751681440513624e-11,126.32443541451075
243,2.1675253977685607e-13,147.60350368890045
245,1.39494477597407e-15,160.5149312638514
247,2.1551054084476197e-13,145.75151610686348
252,7.717479641399899e-16,158.96758328880384
256,9.328914440938383e-15,152.9863818433225
260,1.1917327345283237e-18,200.42287723672933
262,1.0129697376581355e-11,125.94321051937051
265,3.346576380069314e-14,135.29000097904367
271,4.309647068972656e-19,183.43006378333112
276,9.122800158734549e-18,175.49796691681527
280,7.88768389295679e-16,162.89117894885374
288,1.39494477597407e-15,160.5149312638514
289,1.1917327345283237e-18,200.42287723672933
292,1.901790161326949e-15,152.50624910918472
297,1.4175400620441368e-15,162.58653934186432
298,2.1551054084476197e-13,145.75151610686348
300,1.6765517146573966e-14,152.68174223633315
303,7.88768389295679e-16,162.89117894885374
307,7.717479641399899e-16,158.96758328880384
309,3.1387553362566604e-14,135.14461804222702
310,1.3869516981357437e-15,158.66294368181448
314,1.6765517146573966e-14,152.68174223633315
316,1.3869516981357437e-15,158.66294368181448
319,3.683455839405895e-15,154.21889864242556
325,5.047154963423611e-18,173.95061894176771
327,1.1923039822957516e-13,144.2041681318159
330,7.67325823812159e-16,157.11559570676687
332,9.275459465115857e-15,151.13439426128556
337,5.076241991139836e-18,175.80260652380468
342,4.841834924828399e-11,124.77708743946314
348,2.1101863910785468e-12,128.8399075837118
356,1.1991752947936893e-13,146.05615571385286
366,3.773411616368932e-11,123.63985317268506
367,7.634739514533589e-13,129.37519325275804
382,5.632491420636396e-15,152.13626499833174
386,1.1991752947936893e-13,146.05615571385286
389,9.328914440938383e-15,152.9863818433225
392,1.181852649645434e-14,139.5886630816159
393,2.463369515742858e-14,146.69034922189667
394,9.747596445328708e-12,125.61701271549876
395,1.6527775052066013e-13,142.5426737620725
404,2.531058797128827e-12,123.16375355488455
407,1.4208232369991302e-11,128.08389821207393
409,1.5400316496683552e-09,109.10818728436968
411,2.227955922941368e-09,110.88115700567565
418,2.7471841869148625e-10,123.26161216951924
423,1.9965975984121558e-13,147.84749121651973
424,9.138047360120065e-15,152.28134468695347
428,3.035454445376777e-11,131.0124679815189
430,1.1046101310393547e-13,146.30014324147217
431,1.6422499174179086e-14,151.9767050799641
440,9.138047360120065e-15,152.28134468695347
441,2.529430596559056e-13,134.44977245481311
446,1.985157030806331e-13,145.99550363448276
448,1.1046101310393547e-13,146.30014324147217
450,1.399397988328784e-13,132.90242447976553
462,3.035454445376777e-11,131.0124679815189
465,2.3827622833450667e-20,193.16873470821213
475,5.1883216017201565e-15,152.38025252595105
479,2.806605219416264e-19,185.5412774486857
483,3.164474926398806e-14,151.0461419923556
486,1.1046101310393547e-13,146.30014324147217
495,1.2777002064587685e-11,129.7670737179659
499,3.0961903584917175e-14,147.12254633230572
500,1.7507338814291022e-14,149.498794017308
504,1.3571697504809549e-15,153.03735405859132
505,4.838720228957906e-12,136.06310633939174
506,1.3571697504809549e-15,153.03735405859132
507,1.6405511996621107e-14,147.05615261311002
508,7.712515076861274e-17,170.2536021887324
511,1.1915369870661203e-14,155.49018703174445
515,4.266920032594434e-17,168.70625421368482
527,1.631150789221143e-14,145.20416503107305
528,5.128312045153822e-16,160.87306518616654
535,2.6770038140998636e-12,134.51575836434412
537,4.2424704453865276e-17,166.85426663164787
542,5.128312045153822e-16,160.87306518616654
544,4.734307987514208e-12,132.13951067934184
557,8.423339038440775e-08,99.19905381430627
565,3.33921797107816e-11,123.25142060056409
570,4.0364575223137723e-10,117.27021915508277
571,1.3426193528703765e-12,123.44496402254552
574,8.875755247351551e-18,168.0203897115552
576,1.3571697504809549e-15,153.03735405859132
580,1.6405511996621107e-14,147.05615261311002
587,5.600611944395594e-13,135.6818814442515
596,3.604361167871677e-15,148.59330901920248
598,4.356963479234564e-14,142.61210757372115
603,3.080647899617861e-11,119.38214387829687
604,1.994099294280529e-15,147.0459610441549
610,1.7228275569853227e-14,147.4271859392951
614,1.1046101310393547e-13,146.30014324147217
616,1.3571697504809549e-15,153.03735405859132
617,1.3493931247375985e-15,151.18536647655438
620,1.389269750870157e-12,135.44632145195266
624,1.679353784326997e-11,129.4651200064713
628,7.250105862626215e-11,112.76059047215391
629,8.926906706094759e-18,169.87237729359217
632,3.764254251698217e-13,142.99333246886135
633,1.3571697504809549e-15,153.03735405859132
634,2.078365917572539e-14,133.6584338514034
636,1.1984038793289526e-14,157.34217461378145
642,4.266920032594434e-17,168.70625421368482
646,1.285063662026825e-11,131.61906130000284
650,8.270227624478419e-14,144.53048887495382
651,9.99707799706611e-13,138.54928742947249
652,3.604361167871677e-15,148.59330901920248
654,1.1984038793289526e-14,157.34217461378145
658,3.182711966980752e-14,152.89812957439256
659,1.1915369870661203e-14,155.49018703174445
664,6.630124503988141e-15,155.79482663873384
672,2.790523282434507e-19,183.6892898666487
682,3.0961903584917175e-14,147.12254633230572
685,9.269492670348696e-16,162.42041316121413
687,3.583708063986528e-15,146.7413214371655
688,4.331997940219625e-14,140.76011999168418
693,5.043908187569813e-19,185.23663784169628
695,2.036547194245262e-16,163.95756956730654
696,1.3619732377420284e-15,156.42902014677765
697,2.806605219416264e-19,185.5412774486857
699,6.630124503988141e-15,155.79482663873384
705,4.266920032594434e-17,168.70625421368482
706,5.157866785532459e-16,162.7250527682035
708,5.157866785532459e-16,162.7250527682035
711,1.133205397957536e-16,164.26220917429595
723,1.3698223633587418e-15,158.2810077288146
730,1.3619732377420284e-15,156.42902014677765
732,1.389269750870157e-12,135.44632145195266
737,2.1275237673841257e-11,116.06740124476468
738,3.689612106341579e-12,131.00227641256376
740,2.640789879602062e-09,76.56137797137825
743,1.4683233214500864e-10,89.85403044146943
749,6.059307709616792e-08,72.4985578271296
750,1.764743683512211e-09,82.02084141395116
754,4.686792939382896e-09,77.57679637456228
760,1.2622557410008112e-08,75.3952548914709
770,8.12344369143285e-11,88.30668246642186
773,6.362632767259532e-12,92.06486300368111
776,9.943510028681422e-10,81.00542301076712
777,8.902984481707945e-08,66.50716481269312
778,1.5745016993424624e-07,64.13091712769084
784,9.212047804569855e-06,55.66353459212876
786,2.0496807990174e-11,91.55029193535839
787,4.636394615430553e-14,116.69275862099902
789,1.735763628073571e-14,119.28481607835093
794,9.658390036182211e-15,119.58945568534033
796,2.565067927445095e-14,115.14541064595144
798,5.604488860554157e-13,110.71155717551771
815,3.840656615337792e-12,75.27232034914093
819,9.51213868379096e-15,96.55138862353063
820,3.896949869580389e-11,81.7398129813779
822,9.651559958574865e-14,103.0188812557676
826,9.596256213696297e-14,101.16689367373064
827,5.3396893390306196e-14,101.47153328072001
831,5.308894493961923e-12,86.719143689813
832,1.6342575877004758e-10,72.57603331288475
841,8.046050216056549e-10,88.60378802263328
849,3.506659341232885e-11,92.66660816688193
854,8.68492898777015e-14,113.94567644127166
855,8.04635068825888e-12,101.50419003150336
865,4.5065217561348523e-14,112.25294552940743
867,8.527597026993617e-14,113.4137468694081
872,6.099474051008656e-13,106.78816034692782
873,6.011364310059763e-14,100.32066771469086
877,7.872428659513705e-10,84.68019236258343
880,8.2216575067209e-08,79.08021581224233
888,5.331221821679319e-09,75.8315849318811
894,1.9497612176130145e-12,105.95926063697313
896,2.3568776886429547e-11,99.97805919149181
900,5.397181321527506e-13,101.02809041370281
901,2.356965704030728e-13,112.87846120036185
905,3.2294474110853716e-14,119.70977949083394
907,2.29666820008512e-13,111.2322053863167
909,2.2634917592210663e-14,104.76471275407974
910,4.90977275936105e-12,102.8747562558331
912,4.473905500545449e-13,114.79684250159453
915,8.902652020514271e-06,53.60676280382308
917,1.6092263628030615e-07,68.05451278774072
919,4.164070679070683e-11,81.15948378467311
927,5.343268514490252e-13,105.1417057014227
936,8.182666291390223e-12,85.76278549423475
943,3.823847539530167e-09,85.58567736068896
945,3.6596043682711914e-12,112.95504648851272
947,1.6748687498759034e-11,104.48849795007638
949,8.823628933890104e-12,102.57011664884371
952,9.32554885866145e-11,93.5071186571372
953,5.729654520367806e-10,79.4185923876441
955,2.6192642919291963e-10,95.04344106610388
961,8.902984481707945e-08,66.50716481269312
962,3.985713252237164e-12,102.2339830710005
964,8.837537948627198e-14,121.30184004892871
971,1.0984366457193146e-09,85.87966139761073
974,4.8893347158495337e-14,119.75449207388112
975,6.4604885805586e-08,78.35349751972475
977,3.762896225801894e-09,83.51406928267606
980,1.6399593397970775e-10,87.57688942692471
983,1.9316733670315335e-09,79.94943216739823
988,1.910402607538144e-10,99.49814167556038
989,2.356965704030728e-13,112.87846120036185
991,6.311214700651258e-11,95.94453012636346
993,4.061680654716917e-13,108.85595770131442
995,4.90977275936105e-12,102.8747562558331
997,6.220046267488496e-12,89.47703749412648
999,1.1265502099601242e-10,98.81193611158446
1004,4.90977275936105e-12,102.8747562558331
1005,8.016482367221941e-07,66.1479410982686
1006,2.476672219030627e-10,89.06307361774833
1015,1.771316140825212e-13,101.6327589456345
1017,1.819515146493116e-16,133.29675705969322
1023,4.581623751457312e-14,117.31185066968314
1024,4.832254576886924e-16,128.85271202030432
1027,1.4083756975227897e-14,112.48658073515402
1030,1.2098119618736708e-13,111.0158180482573
1033,2.0969220267701283e-15,121.74570414011686
1036,1.8625506156301783e-13,115.70572445305451
1040,3.790214633254731e-15,123.29305211516444
1044,3.7684965831144215e-15,121.44106453312749
1047,2.054439328407076e-09,89.48378116096401
1051,8.888469159005675e-14,123.15382763096568
1053,1.4086295848065685e-18,155.4923358982694
1056,1.3792694168359009e-17,138.5807273751177
1060,8.696669479755604e-14,119.23023197091581
1061,3.790214633254731e-15,123.29305211516444
1062,2.1539006077285413e-16,140.50930024530552
1063,2.603642046037184e-15,134.52809879982422
1067,3.5888414804057296e-11,101.87475935657596
1069,1.0066023382234188e-14,118.84900707577557
1074,1.185655571301197e-13,111.22154981624911
1075,1.4086295848065685e-18,155.4923358982694
1080,2.1539006077285413e-16,140.50930024530552
1087,5.68753538325387e-16,134.2132676238797
1088,7.838102911320212e-19,155.79697550525876
1090,3.8255500203433975e-15,128.53670578538774
1091,2.4787626903545003e-17,138.27608776812832
1096,1.3713661593029437e-17,136.72873979308073
1098,1.3435828969082403e-11,104.46681681392786
1102,8.646837287626462e-14,117.37824438887885
1104,2.5887230944804233e-15,132.67611121778722
1105,1.5551398023957643e-12,104.08559191878763
1107,2.1415586888869367e-16,138.65731266326856
1118,5.68753538325387e-16,134.2132676238797
1121,6.8751112326303656e-15,128.23206617839836
1127,1.1848093105196412e-16,137.10996468822097
1129,1.0984366457193146e-09,85.87966139761073
1132,1.1916374308177593e-16,138.96195227025794
1136,1.4404551943465853e-15,132.9807508247766
1137,1.8625506156301783e-13,115.70572445305451
1142,5.456164444009036e-09,85.03973612157513
1145,3.511399726093767e-11,97.95116369652608
1148,4.2445913866669073e-10,91.96996225104478
1149,5.958948597152669e-17,146.65291028267535
1151,3.3157653972008233e-17,146.95754988966473
1160,3.2967659562409135e-17,145.10556230762776
1162,1.305002935418025e-11,107.71641568245123
1166,4.5452253592231356e-11,108.33320056989034
1169,1.5774917842841064e-10,101.73521423696992
1174,8.484492461751957e-15,133.04425157766755
1175,1.0052712139867022e-12,115.07199407588864
1176,6.507482720655053e-11,100.6955517414087
1183,4.7210654797275496e-15,133.34889118465694
1189,9.986054557385088e-12,109.87035697598276
1195,6.090369531599135e-17,150.57650594272522
1198,7.569851601621729e-13,115.15432729140726
1199,3.388892557101751e-17,150.8811455497146
1203,3.760103535889062e-12,114.31440201537163
1204,2.419873275722571e-14,127.2258295903226
1208,1.2071175163021161e-10,103.88915553050144
1216,4.5452253592231356e-11,108.33320056989034
1217,5.189740477563326e-16,131.50222534252669
1222,5.265807517503827e-15,137.96971797476363
1227,2.0953507350067043e-11,97.32275505926691
1228,8.344851213889278e-18,157.4078242331973
1229,5.612913780730262e-17,151.7312623947054
1238,1.611645424378396e-11,109.07421800692838
1242,4.643364252718097e-18,157.7124638401867
1243,5.612913780730262e-17,151.7312623947054
1245,1.5118365118857648e-13,124.4525310784545
1246,1.8275128828860364e-12,118.4713296329732
1247,1.46844181526889e-16,140.19157610305624
1251,5.580751606627134e-17,149.8792748126684
1252,1.2623576051480797e-14,125.73280055305769
1255,7.173717258762053e-16,142.94904868319875
1256,5.580751606627134e-17,149.8792748126684
1267,1.8170411760665017e-12,116.61934205093621
1273,6.1920534497391825e-12,113.31253127832544
1274,9.15046118726395e-12,109.17312584592592
1275,1.251292206180228e-15,121.11729550285769
1276,2.896486853516629e-13,121.66998040880904
1277,8.916367849121809e-12,107.52687003188078
1278,1.2996621988526487e-11,109.99375552845595
1279,8.364178785110849e-14,122.90518310340693
1283,4.4289463045204286e-11,106.68694475584519
1289,2.8503174712142676e-13,119.59837233079614
1294,3.232281997685039e-08,86.95522445650303
1298,9.065941291726742e-12,103.92947217570264
1300,6.05078305809466e-12,88.61337211276337
1303,2.7141960481529006e-13,119.22733900461105
1307,3.438534902935615e-13,105.82962024290444
1310,2.2324920351902388e-14,123.35655286805539
1311,1.9302397466489135e-12,110.74976490009381
1313,1.501618781271198e-13,117.67999102956348
1314,1.9023565353057295e-13,104.28227226785685
1320,5.304274019373122e-10,95.46208964014056
1329,8.00537973228746e-11,108.23429273089276
1335,6.2277385895096356e-12,115.16451886036239
1336,3.488934180689301e-12,112.2971128751414
1337,1.5335833699932325e-14,134.59159955271514
1340,6.1920534497391825e-12,113.31253127832544
1341,1.9713282841699433e-13,127.66137342324551
1343,2.450206427019191e-09,92.23919477192753
1348,3.4454730111405177e-12,113.6171708853148
1354,4.36496811422e-12,100.21945212360819
1357,8.484492461751957e-15,133.04425157766755
1362,2.2984655818158802e-11,107.61750784345367
1363,1.2170687530940826e-08,91.39926949589193
1365,1.0352324561369835e-13,126.62892530648125
1366,4.833734144021005e-14,130.15343282434256
1369,2.2610992484473657e-15,138.51088195482615
1372,1.455165687021551e-17,151.42230952977712
1376,5.479214652425233e-18,155.86635456916602
1379,2.2610992484473657e-15,138.51088195482615
1380,1.0724866066918938e-12,107.47184294061229
1381,6.094719633201152e-14,124.68809107075336
1384,3.371880772586575e-14,123.14074309570579
1386,8.773084620717289e-14,128.47503457750193
1387,1.5228583017011834e-14,121.90863410626741
1388,1.1951752574893433e-14,133.45436528593706
1389,8.425156423779585e-15,120.36128613121983
1391,2.2162192795963863e-17,152.96377919380842
1393,1.2331811694778454e-17,153.26841880079783
1397,1.8884901552858222e-16,133.8894985936099
1402,2.2162192795963863e-17,152.96377919380842
1404,1.0540000856361072e-13,124.05725365989224
1410,4.2801957396625816e-11,104.63017296753948
1413,1.9161701243883884e-15,140.35699122584685
1414,1.2331811694778454e-17,153.26841880079783
1421,1.4906734004870485e-16,147.2872173553165
1424,1.2261150022387075e-17,151.41643121876086
1426,8.548645587248027e-14,126.82877876345678
1430,9.265885032937242e-12,107.85306783575253
1432,3.3525597887447453e-14,121.2887555136688
1438,7.216074739011625e-15,132.6042484409463
1439,8.722814567405216e-14,126.62304699546497
1442,3.3693482700423087e-15,136.1287559588076
1448,6.1920534497391825e-12,113.31253127832544
1449,1.905190408761283e-15,138.50500364380989
1460,7.69246789826132e-13,117.22593536942016
1461,9.887260490997799e-16,139.4355667314184
1465,3.1238392457775094e-10,97.79885467706742
1469,2.43017256756592e-11,104.72908080653704
1474,3.371880772586575e-14,123.14074309570579
1478,2.1700264614058489e-16,136.05217067065675
1482,5.12631613329005e-12,106.30571986070495
1490,4.8536761539815104e-14,126.92768660245436
1494,4.7295061007028975e-14,125.28143078840921
1496,1.6117056097658886e-13,121.97462001579844
1504,4.4289463045204286e-11,106.68694475584519
1507,1.905190408761283e-15,138.50500364380989
1508,2.913179464303964e-13,123.52196799084602
1512,7.736800007852645e-13,119.07792295145713
1520,6.018798555412714e-14,126.00814908092678
1521,1.8884901552858222e-16,133.8894985936099
1522,2.896486853516629e-13,121.66998040880904
1525,7.173717258762053e-16,142.94904868319875
1527,1.6117056097658886e-13,121.97462001579844
1529,1.0601139327612385e-15,138.80964325079927
1535,8.247094665236446e-17,145.7398693802689
1537,2.2213522813565285e-13,118.46113806401806
1541,1.17623621282046e-10,102.24289971645628
1542,5.5245409121569e-10,95.42260699206511
1543,1.268450400480036e-11,97.56704583508109
1545,1.6069623922934683e-11,84.16932707337446
1547,2.7141960481529006e-13,119.22733900461105
1548,9.265885032937242e-12,107.85306783575253
1549,2.8360092611417575e-10,91.8579698767873
1552,3.9879878123150287e-13,113.23594599017457
1558,9.065941291726742e-12,103.92947217570264
1560,8.583774764747011e-14,124.55143891745207
1562,2.419873275722571e-14,127.2258295903226
1565,2.8503174712142676e-13,119.59837233079614
1566,2.3491568219953437e-11,111.54110350350354
1573,1.5118365118857648e-13,124.4525310784545
1577,1.8275128828860364e-12,118.4713296329732
1585,8.364178785110849e-14,122.90518310340693
1586,1.0110646464997628e-12,116.92398165792561
1587,4.4289463045204286e-11,106.68694475584519
1591,2.778392655962036e-10,101.63630639797236
1592,9.468115558791325e-10,98.32949562536156
1593,2.4732420876786687e-14,131.14942525037245
1595,7.362058458722434e-16,144.59530449724392
1598,4.0965043231394176e-16,144.8999441042333
1607,5.26561087820197e-13,125.0693159658936
1609,7.173717258762053e-16,142.94904868319875
1624,5.151986984207629e-13,121.14572030584371
1632,6.2277385895096356e-12,115.16451886036239
1634,7.889738296893118e-12,101.76680009865578
1641,2.2453580078370902e-14,125.20854045009234
1645,1.9713282841699433e-13,127.66137342324551
1651,1.0810698849507672e-14,121.49852039799791
1657,6.094719633201152e-14,124.68809107075336
1658,2.1260627000342704e-10,103.79024769150386
1661,1.3682608101659662e-12,116.70167526645483
1663,1.653958108610178e-11,110.72047382097352
1671,9.265885032937242e-12,107.85306783575253
1676,4.616757628181504e-18,155.8604762581497
1678,8.344851213889278e-18,157.4078242331973
1684,1.2686790634904477e-15,140.57280099819647
1687,3.3693482700423087e-15,136.1287559588076
1690,7.059369736608949e-16,140.87744060518583
1697,2.2662910161325676e-14,130.45219412031565
1700,7.362058458722434e-16,144.59530449724392
1701,8.344851213889278e-18,157.4078242331973
1702,2.5542038379181503e-18,154.31312828310215
1709,1.6444808761554235e-11,108.86848623893655
1710,6.090369531599135e-17,150.57650594272522
1712,1.2686790634904477e-15,140.57280099819647
1717,6.507239713888299e-09,87.79514973253865
1720,3.388892557101751e-17,150.8811455497146
1722,5.189740477563326e-16,131.50222534252669
1735,5.265807517503827e-15,137.96971797476363
1739,4.0965043231394176e-16,144.8999441042333
1741,4.0730312233552473e-16,143.04795652219633
1749,2.913179464303964e-13,123.52196799084602
1754,4.643364252718097e-18,157.7124638401867
1755,1.6117056097658886e-13,121.97462001579844
1756,2.5689238531276727e-18,156.1651158651391
