compound,p0,DeltaH
340,7.273704138435158e-05,59.2071919370306
341,3.155605333240223e-14,124.77464854541577
342,3.489538840822313e-07,80.49691578148793
343,1.5441935689494056e-05,56.07878504849911
344,5.478064577300291e-06,81.54360800946743
345,8.610445367497432e-05,66.4197351226429
346,8.604906368534118e-06,77.70575402257147
347,3.3554182991798426e-10,110.97105071031177
348,0.00015055272342412204,58.63751831039343
349,2.37209443205327e-06,77.12845178320784
350,0.00012651389426181136,60.428342108206444
351,1.0172203410029348e-09,107.13653965945299
352,7.269025049495772e-06,70.49321083695916
353,9.689141628441054e-09,89.36126575493819
354,1.1801160463681352e-06,72.25267363452237
355,2.1891597873669886e-08,88.34667943248517
356,0.0005908687665689504,50.05406783860506
357,4.041699450161409e-07,83.78586330705036
358,0.0004280777670108565,59.92957386501596
359,8.604906368534118e-06,77.70575402257147
360,9.894389961096167,26.25952739501429
361,0.0004280777670108565,59.92957386501596
362,9.522590533272274e-10,98.19615617454001
363,1.6119247353903535e-06,77.27402091327488
364,0.0007237653739175843,59.32338281252306
365,3.216428136385884e-06,69.45488440917865
366,26.277446091703602,21.815482355625406
367,6.257618489629353e-07,73.82729135732839
368,8.083545769116344e-06,73.82164101059705
369,8.37727499483012e-05,58.94215791738282
370,6.069241388822481e-05,68.81766394379372
371,1.6041134543907888e-08,73.80960569970003
372,0.0004280777670108565,59.92957386501596
373,8.083545769116344e-06,73.82164101059705
374,9.522590533272274e-10,98.19615617454001
375,2.9954533781692774e-06,58.66749956981384
376,1.1387380836337075e-07,87.13215672773659
377,1.5509447284214275e-09,80.14901508180529
378,3.6138709096374846e-09,67.70731345383061
379,6.244181486166998e-05,69.02244815006243
380,1.4550169395114355e-06,69.48114853095781
381,2.850704997070123e-06,74.8977732282726
382,0.0002566814009383837,63.38791440713431
383,0.00866808853626105,48.09852769681845
384,6.0344644430422745e-05,66.96567636175675
385,2.1325455167680336e-07,87.69880339703262
386,1.4394368193089725e-07,79.50914535750222
387,9.966222655976488e-06,66.03851022750267
388,8.184439228859356e-11,91.39973205329801
389,1.3911438516796992e-09,90.35277557806658
390,9.972637937514159e-05,54.752491327574106
391,3.6510149484370617e-06,63.00497806163147
392,9.909115883855237e-06,64.1865226454657
393,2.285284531056243e-05,73.26170898318259
394,8.137542132324768e-11,89.54774447126105
395,1.7526260571768414e-05,60.10828099729017
396,9.696337911158112e-06,58.56093302224259
397,3.1084011996800323e-06,67.39811262087296
398,0.02535703683424485,49.59536745770968
399,5.7081435578580025e-05,47.115821131933124
400,0.00046048473401845354,48.91683357182698
401,0.00023683241865509103,58.38222588996838
402,3.0736048578170117e-07,72.37863538809339
403,0.0013082156018413694,60.870730787570636
404,0.00014224599479081658,56.60539288045598
405,0.0034743491098367524,56.426685748181754
406,0.012769412732801197,45.611734249578795
407,1.8003164899102258e-08,91.77227911134888
408,0.00023683241865509103,58.38222588996838
409,0.0001602628506839022,62.52163132236787
410,0.00012651389426181136,60.428342108206444
411,4.7299724824760666e-05,67.68042967701564
412,1.0202889297488547e-09,116.56492511029329
413,3.0457007989491552e-05,66.97966715005735
414,6.280167042637796e-05,70.8744357320994
415,2.418496821131918e-06,65.04570146473647
416,5.973295153507949e-10,84.56841376282594
417,1.154290235994972e-05,54.37126643243388
418,4.074797919359427e-06,56.05716564747202
419,0.0004862381331560994,52.68780295577127
420,0.0008612585453929997,52.52095333518024
421,0.00483584610770051,51.90776687100465
422,2.1325455167680336e-07,87.69880339703262
423,0.00917427824899127,50.13065312675592
424,0.00026485256476193556,50.30844628818523
425,0.00014224599479081658,56.60539288045598
426,0.0002430502971008205,60.02848170401353
427,9.696337911158112e-06,58.56093302224259
428,3.7287332033632375e-07,79.91658658478316
429,4.994873330468216e-08,86.77255123362345
430,26.277446091703602,21.815482355625406
431,0.006074657627061097,43.63286325640249
432,0.00015055272342412204,58.63751831039343
433,6.228817906300581e-07,83.36432176670893
434,3.357785029466285e-05,67.27031596874613
435,3.4391308284716234e-08,74.02942314925095
436,6.069241388822481e-05,68.81766394379372
437,3.3385448146799116e-05,65.41832838670916
438,3.992247463528464e-09,98.55308918766461
439,2.2721897781641796e-05,71.40972140114562
440,2.5145111340741037e-09,91.90012355311417
441,6.983882622660688e-05,74.20286590573727
442,5.438720354886645e-10,103.53241989609973
443,8.151163308691061e-05,65.59756701403242
444,0.00016678820175743884,66.43039069271052
445,5.2865585717641017e-08,88.80467666356093
446,2.0020485066417103e-08,95.10070928498676
447,0.0001361628265210337,57.16107571879253
448,0.4312209599890339,30.322347539262935
449,0.00034521023268368594,60.84911138654355
450,1.9038398954669447e-05,48.29565426540475
451,9.902741465312916e-07,75.47254154539426
452,3.0462506623352285e-10,105.03016591003168
453,3.886492719747874e-06,66.8890910736059
454,0.0008612585453929997,52.52095333518024
455,4.760632166885812e-06,76.1584060475239
456,1.2643250935089765e-05,71.71436100813501
457,1.0532011320903167e-05,62.239314266225215
458,0.010617691601855236,57.36784267073644
459,1.911268865308183e-10,116.13319200099673
460,6.051831707080043e-07,56.813175019109885
461,0.0006508367470454379,55.99495263888519
462,1.4643442766008021e-05,60.04711721306621
463,7.025149954248313e-08,81.33684105752353
464,9.174817586117773e-10,113.23649493665542
465,0.00016583250006793664,64.57840311067355
466,1.9619743017261152e-14,127.40211491221507
467,2.146902148083233e-07,82.27799798007823
468,1.2898986805236197e-08,84.37216028191966
469,0.00028925716944439364,42.746649930332474
470,9.569474802938108e-08,93.93458620507941
471,1.4539370768508312e-09,100.2814812636534
472,2.6896316000117482e-14,128.47274539847342
473,8.162856555689756e-07,67.93459034870452
474,2.6452179918829917e-08,85.78088609691241
475,4.715000591170595e-10,97.96613252453257
476,2.0687674741504915e-07,55.31633525821864
477,4.910484741728792e-09,95.57539494199273
478,2.0408183263868086e-08,88.39723543627997
479,1.4623161950587096e-09,102.13346884569036
480,0.0004897669951986497,63.46278824492254
481,2.9416242977673384e-08,89.10931627055031
482,6.224713910832204e-06,67.75537415837235
483,1.7425834542453375e-05,58.25629341525321
484,9.689141628441054e-09,89.36126575493819
485,0.0015151783658738907,49.20348699250184
486,9.894389961096167,26.25952739501429
487,0.00015142036693234072,60.4895058924304
488,9.602362470534634e-09,87.98707393837202
489,5.513775295903686e-06,64.4911622524551
490,9.016178862010716e-09,59.3791554024673
491,0.0001566827115731355,62.54627768073609
492,0.4116525724083223,38.454428246402834
493,1.2686702330558698e-06,65.76684874142764
494,1.4550169395114355e-06,69.48114853095781
495,1.1586217560752125e-10,104.68370668629984
496,0.17284227684262884,38.65050559062624
497,0.0003793173324235685,59.24850897473482
498,4.5942066643670564e-08,83.41947470161736
499,0.0001566827115731355,62.54627768073609
500,0.004432399769936783,50.70032675339308
501,1.7837644443153152e-08,84.86402105637337
502,0.001526869735609052,52.265431895865774
503,7.964562524529487e-07,83.20038685528095
504,4.590927552779734e-11,109.30788957358921
505,3.4800100407521963e-07,88.07331365029127
506,0.00022867555742153744,61.97569008325402
507,0.02070101944362951,40.3260524837917
508,0.17884910173463303,40.707277378931934
509,8.031785602561383e-07,78.24406664895885
510,7.235057327277732e-10,90.72622314785588
511,4.1886811845940136e-11,109.16723437376416
512,2.2787291687254736e-07,61.25722005849876
513,2.167885275796058e-06,63.49054530931562
514,5.268337488313772e-10,96.64880819949244
515,2.1330755511080097e-06,73.80002160956997
516,4.44021785315939e-08,89.68473153701305
517,1.786134421561405e-12,109.30645885796294
518,5.654895747952407e-07,77.42343696642881
519,5.23814974730214e-10,94.79682061745547
520,8.55559998194462e-06,75.8537664405345
521,2.6452179918829917e-08,85.78088609691241
522,2.3012385684684394e-08,75.05732299276238
523,1.4945533645312656e-07,88.24474463614646
524,0.0018104338566807257,54.49982432835656
525,1.1637166788840732e-06,69.99017007822488
526,8.604906368534118e-06,77.70575402257147
527,0.0032638426084394953,52.54257273620732
528,3.4348488386194246e-10,115.82855239400733
529,1.4318652291894663e-11,107.67039461287294
530,1.7298816688835773e-08,87.86351974100623
531,1.0596095127286107e-11,104.52095353753401
532,0.0004021410662906345,56.045460853041526
533,6.299790467911211e-06,72.68440674381897
534,0.0016104237643008383,47.25627861326134
535,2.719452844217031e-06,52.726614769533725
536,0.036005954258767556,41.54720265496754
537,7.738140857028752e-08,87.27772585780365
538,1.3929351983540515e-06,54.56032588658079
539,4.429713876255187e-06,74.8867476621917
540,1.6119247353903535e-06,77.27402091327488
541,4.3725939317827546e-05,51.78012294592686
542,0.00917427824899127,50.13065312675592
543,9.256327531412391e-06,66.69301372938249
544,0.010617691601855236,57.36784267073644
545,1.6618935899052208e-06,69.38324631793951
546,3.706968202977391e-06,85.68301344186693
547,5.510228348638526e-07,75.77718115238366
548,6.326623353311553e-07,80.58648097801256
549,0.0004925895489476561,65.3147758269595
550,9.796868592392766e-06,68.72513915931995
551,8.316212582788095e-08,88.54938424313585
552,2.62593685439364e-11,115.38811242266546
553,7.457827031398922e-08,92.79735193830132
554,0.00015142036693234072,60.4895058924304
555,1.0672409185822444e-06,77.48983068562451
556,1.2643250935089765e-05,71.71436100813501
557,0.000425624867819787,58.07758628297899
558,0.0008190709825956092,38.44798782776023
559,26.277446091703602,21.815482355625406
560,5.23814974730214e-10,94.79682061745547
561,7.693513757270336e-06,72.52533626689663
562,9.894389961096167,26.25952739501429
563,0.00016118645418201235,64.37361890440484
564,0.0006973825317909662,61.07217205780217
565,4.472191371154293e-06,72.27429303554946
566,3.844876693091845e-07,76.91708790015032
567,0.06508124430648728,43.09455063001512
568,5.5291654963966486e-08,69.82966888567628
569,1.3480122191395877e-07,94.3446999133489
570,2.127163606309027e-07,75.3697399251027
571,0.0006856211559823355,60.795856949782404
572,4.102337553177175e-07,77.62730720185263
573,2.3361375114343006e-08,78.97633591526917
574,2.5145111340741037e-09,91.90012355311417
575,5.0554103987236056e-06,79.86143364987473
576,0.4312209599890339,30.322347539262935
577,4.33106242719841e-05,54.3925775725691
578,2.085264049876401e-10,107.96162864578137
579,0.00010261469064021206,68.2114728913008
580,0.000598690637090401,37.165370624165504
581,3.886492719747874e-06,66.8890910736059
582,0.001062267185507441,47.35058543961998
583,3.5373762102661207e-07,84.9716222885134
584,4.7299724824760666e-05,67.68042967701564
585,8.711820703642632e-06,75.83893015082728
586,1.5441935689494056e-05,56.07878504849911
587,2.529002398079193e-09,93.75211113515114
588,1.880817106607436e-10,104.11699828188237
589,7.03647961866588e-06,75.34251477269761
590,2.852596939789287e-09,81.10503221553724
591,0.07488905813011247,48.47975259195867
592,0.004276951264060085,42.812233573872454
593,2.4849475160900366e-08,81.89677308493799
594,1.1798228068579796e-07,86.15145542198503
595,5.23814974730214e-10,94.79682061745547
596,5.5291654963966486e-08,69.82966888567628
597,8.604906368534118e-06,77.70575402257147
598,9.824697208458116e-06,45.672235807803034
599,5.757453333830166e-06,59.046500269926746
600,9.95981150131448e-07,77.32452912743123
601,2.062325488529114e-08,87.25641471766843
602,3.8805543715732617e-07,83.82534595512581
603,0.00010261469064021206,68.2114728913008
604,5.612365858707792e-10,113.16558955320873
605,8.55559998194462e-06,75.8537664405345
606,0.0016689556372479358,55.14437179278195
607,8.561107242268099e-05,64.56774754060594
608,0.0010073881051384072,54.804463935345936
609,6.983882622660688e-05,74.20286590573727
610,6.280167042637796e-05,70.8744357320994
611,3.8228454276138417e-07,75.06510031811334
612,0.13938337191174122,39.57004311215384
613,7.025149954248313e-08,81.33684105752353
614,0.00033599464437804864,55.98429706881756
615,8.55559998194462e-06,75.8537664405345
616,8.37727499483012e-05,58.94215791738282
617,8.292047782168056e-08,63.64449330958196
618,6.377853904642576e-08,75.39595625724343
619,0.09233089650739426,40.696621808864315
620,0.0013007194849233908,59.01874320553367
621,0.16236997776115067,34.76639257865181
622,5.510228348638526e-07,75.77718115238366
623,0.00014089492257214568,59.21784750709821
624,2.6742199255816235e-14,126.62075781643645
625,5.510228348638526e-07,75.77718115238366
626,6.460359786475487e-11,104.79745081500464
627,2.5751460954058812e-05,54.116887982853704
628,6.257618489629353e-07,73.82729135732839
629,4.127144257572348e-06,70.59211867595673
630,5.23814974730214e-10,94.79682061745547
631,2.408143115676401e-06,67.6852300426603
632,2.691495262574212e-09,98.75406267030701
633,1.689934039453731e-06,78.42764467214201
634,0.001884148485241523,58.40858369869921
635,0.0034743491098367524,56.426685748181754
636,7.806545533573422e-11,115.46560396385699
637,6.626186317675567e-06,71.63948717034677
638,4.7028695900342076e-05,65.82844209497867
639,3.731133397910792e-06,68.63056768485458
640,0.0011051197505994555,53.658187601958325
641,4.225893823538405e-07,62.623753166491234
642,0.0019221706109159662,54.879337773134175
643,3.1985115752158024e-09,84.84397836343562
644,4.760632166885812e-06,76.1584060475239
645,9.853328477287154e-06,70.57712674135693
646,5.268337488313772e-10,96.64880819949244
647,1.153547694564456e-06,65.65728533236245
648,3.2214866801395215e-06,80.29781147992338
649,3.06920193580881e-05,70.04161205342129
650,4.041699450161409e-07,83.78586330705036
651,0.0013007194849233908,59.01874320553367
652,3.357785029466285e-05,67.27031596874613
653,1.9305021798049946e-05,66.04916579757028
654,6.772770468456875e-08,79.09898385959426
655,2.6896316000117482e-14,128.47274539847342
656,5.438720354886645e-10,103.53241989609973
657,9.853328477287154e-06,70.57712674135693
658,1.0172203410029348e-09,107.13653965945299
659,2.6452179918829917e-08,85.78088609691241
660,2.5957724734700308e-05,66.0199380739379
661,1.2110992123123996e-06,73.89892944856753
662,3.7526361219888867e-06,70.48255526689155
663,0.0001318068031285233,62.010379654530986
664,9.522590533272274e-10,98.19615617454001
665,1.2643250935089765e-05,71.71436100813501
666,0.000993764788280293,50.329757428320455
