SMILES,molar_mass,log_p_sat,c,volatility
CC1(C)C(CC1C(=O)CC=O)ON(=O)=O,215.2032,-4.229147988357856,0.005121907579927083,IVOC
CC(=O)CCC(=O)C(C)(C)C(=O)C(=O)C(=O)CCO,270.2784,-7.716698771296451,2.0933583027568577e-06,SVOC
CCCCOC(=O)C,116.1583,-0.3736596326249576,19.8208199311896,VOC
CCC(C)(C(=O)OON(=O)=O)O,179.1281,-0.5072396109731625,22.4726925218071,VOC
C\C1=CCCC(CO)(C2CC(C)(C)C2CC1)OO,254.3651,-6.950781977329818,1.1492289241130798e-05,SVOC
CC(C)(C(=O)O)O,104.1045,-2.962573502059376,0.04577485759012614,IVOC
CCC(=CC(=O)O)C=O,128.1259,-2.616184634019569,0.1250786820033937,IVOC
CCC(=O)C=C(C)C1C(C)(C=O)O1,182.2164,-3.563837352959244,0.02006693807391073,IVOC
CC1=C(C2(C(C(C)(C1(O)OO)OO2)O)N(=O)=O)N(=O)=O,294.1724,-7.087246696328677,9.70702679921125e-06,SVOC
CC(C)(C(C)(C)ON(=O)=O)O,163.1717,-1.1951793212788375,4.199489678875812,VOC
CC(C)C(COO)O,120.147,-3.024568191490737,0.04580108232868548,IVOC
Cc1ccc(C)c(c1O)O,138.1638,-2.939302159646388,0.06409484638320387,IVOC
CCCC(C)(CC)ON(=O)=O,161.1989,-0.6345120151091003,15.086241654897801,VOC
CCCCCCC(=O)C(CC(=O)CC)O,214.3013,-4.684029654543083,0.0017894771297400306,IVOC
CCCC(=O)OCC=O,130.1418,-1.7328282715969865,0.971224297675923,IVOC
CC1=CC(=O)C=CC1=O,122.1213,-1.7721132953863266,0.8325476986460987,IVOC
C=C(CC=O)C1CC(C)(C)C1CCC(=O)O,224.2961,-6.3448615651886175,4.089697239251045e-05,SVOC
CC(C)(C(CO)OO)O,136.1464,-3.142064735280571,0.03959792494569934,IVOC
C(=O)C1C(C(=O)O)O1,116.0722,-3.72584215073632,0.00880272362119252,IVOC
C(C(=O)OO)(Cl)O,126.4958,-0.7351821769904635,9.389120877243363,VOC
CCCCOC(=O)C(=O)C,144.1684,-1.6289321377282635,1.366686618446893,IVOC
C(=CC=O)C=O,84.0734,-0.6020599913279624,8.478706871235527,VOC
CCC(C)(CC(=O)OON(=O)=O)O,193.1546,-1.3575354797578787,3.420586496215444,VOC
CCC12C=C(C)C(C(CC)(C1O)OO2)(O)OO,246.257,-6.309803919971486,4.8676087790669834e-05,SVOC
CCCCC(C(=O)OON(=O)=O)O,193.1546,-1.138465589140962,5.664615906033323,VOC
CCCC(CC(=O)OON(=O)=O)O,193.1546,-1.91721462968355,0.942804022874872,IVOC
CCC(=O)C(C(C1C(C=O)O1)O)OO,204.1773,-5.073143291050307,0.0006959774471397465,IVOC
CC(=O)C(C(C(=O)C)OO)O,162.1406,-3.882728704344236,0.008568288335275545,IVOC
CC(C)C12C=CC(C(C1O)OO2)O,186.2051,-6.042392712939905,6.81286620487332e-05,SVOC
CCCC(=O)C,86.1323,0.7442929831226762,192.8368500544298,VOC
CC(=O)CON(=O)=O,119.0761,-0.8096683018297085,7.445387427026333,VOC
CC(=O)C(=O)COO,118.088,-1.7328282715969865,0.8812690070673251,IVOC
CCCCC(CC)O,116.2013,-1.2321023839819094,2.746879473428263,IVOC
CCC(=C(C)C(=O)C=O)C(=O)C=O,182.1733,-2.2781893847874533,0.3872811345873479,IVOC
CCC1=CC(=O)C=CC1=O,136.1479,-2.073143291050308,0.46408620290030966,IVOC
C(=O)C(C(CON(=O)=O)O)O,165.1015,-2.9788107009300617,0.06993125452884538,IVOC
CCC(=O)CC(CO)ON(=O)=O,177.1552,-3.7772835288524167,0.01193442163266966,IVOC
C(C=O)C(CC=O)O,116.1152,-2.401209493236885,0.1859561656389157,IVOC
CC(=O)OCCC(=O)O,132.1146,-4.132532512140949,0.0039277994349668855,IVOC
CC(C)(C1CC(=O)CCC1=O)ON(=O)=O,215.2032,-4.655607726314889,0.0019185450426506567,IVOC
C(C=O)C(C(=O)CC=O)O,144.1253,-3.54515513999149,0.016569754945427742,IVOC
C(C(=O)Cl)ON(=O)=O,139.4946,0.5670263661590604,207.6417896166791,VOC
CCC12C=CC(C(C1ON(=O)=O)OO2)(O)OO,249.1748,-5.6777807052660805,0.0002110835620630236,SVOC
CCC12C(C(C(=CC1(O)O)C)OO2)ON(=O)=O,247.202,-5.903089986991944,0.00012465020422530571,SVOC
CC(=O)C(CC=O)CCOO,160.1678,-3.616184634019569,0.015635852956649012,IVOC
C(C(C(CO)(CO)OO)ON(=O)=O)O,213.1427,-6.092588639225414,6.947248360767152e-05,SVOC
CC(=O)CC(=O)CON(=O)=O,161.1128,-2.616184634019569,0.15728105463357808,IVOC
CC(=O)CC(=O)C(C)ON(=O)=O,175.1394,-2.472370099128661,0.23809197616690703,IVOC
CC(=O)C(=O)CC(CO)C(C)(CO)OO,220.2197,-7.235823867609669,5.161349881199039e-06,SVOC
C(C(=O)C(=O)CO)O,118.088,-2.5100415205751654,0.14719574226151547,IVOC
C=C(C)C(=O)CCO,114.1424,-1.4045037781744258,1.8141543021438395,IVOC
CC(C(=O)C)C(=O)C,114.1424,-0.7721132953863264,7.781524798535757,VOC
CC(=O)C(CC(=O)O)O,132.1146,-4.718966632752273,0.0010179235984785278,IVOC
CC(=O)CCC=O,100.1158,-0.906578314837765,5.007896083709042,VOC
CC(C)C(C(=O)C)OO,132.1577,-2.055517327849832,0.46914397713782446,IVOC
c1ccc(cc1)OO,110.1106,-1.4647058799572297,1.5235413663767237,IVOC
CC(=O)C(C(C1(C)C(C=O)O1)O)ON(=O)=O,233.1754,-4.8297382846050425,0.0013921160709337208,IVOC
C(CCC(=O)OON(=O)=O)CC=O,191.1388,-1.9507819773298185,0.8635706607559955,IVOC
C=C(C)C(CCO)ON(=O)=O,161.1558,-2.494850021680094,0.20803045549047686,IVOC
CCC(=O)C(CC(=O)C)OO,160.1678,-3.844663962534938,0.009239367656201695,IVOC
C=C(CCC=O)C(=O)CC(C)(C)OO,200.2316,-4.835647144215563,0.0011792787551960003,IVOC
CC(C)OC(C)(C)O,118.1742,-1.3555614105321614,2.1022882437506167,IVOC
C=C(CCO)C(=O)OON(=O)=O,177.1122,-2.162411561764489,0.4915502453134106,IVOC
CC1C(C)(C(C)(C(=O)O1)OO)O,176.1672,-6.131355561605174,5.251707038394324e-05,SVOC
CC(=O)C(CC(=O)CC(=O)OO)O,190.1507,-5.696803942579511,0.000154178915746816,SVOC
CCOC(C)(C)CO,118.1742,-0.8068754016455384,7.436665896260685,VOC
C=C(CCON(=O)=O)C1CC(C)(C)C1CC=O,241.2836,-4.51427857351842,0.0029783808561297696,IVOC
C=C(C)C(CCC(=O)O)COO,174.1944,-4.863279432843593,0.0009626884417705132,IVOC
CC1(C)C(=O)CCC(=O)C1OO,172.1785,-4.407823242604133,0.002715730555121357,IVOC
CC1(C)CC(C1CCC(=O)OC)C(=O)O,214.2582,-5.987162775294828,8.902370769995318e-05,SVOC
CC(C(=O)C)C(C)OO,132.1577,-2.764471553092452,0.0916963228042111,IVOC
CC1=CC(=O)OC1=O,112.0835,-1.987162775294828,0.46570393767835744,IVOC
C(C(=O)C=O)C(=O)OO,132.0716,-1.576754126063192,1.4118427057309137,IVOC
CCC(=O)C(C(C(=O)C)OO)O,176.1672,-3.844663962534938,0.010162301846960594,IVOC
CC(=O)CCC(=O)C(C)(C)OO,174.1944,-3.896196279044043,0.008924192124441984,IVOC
CCCC12C(C(C=C(C1(O)OO)N(=O)=O)(N(=O)=O)OO2)ON(=O)=O,353.1965,-5.586700235918748,0.0003690176651281389,IVOC
CCC(=O)C(=O)C,100.1158,0.271841606536499,75.52230384303154,VOC
CCCC(=O)C(=O)C,114.1424,0.0,46.04452543512282,VOC
CC(C(=O)OO)O,106.0773,-1.2225731776106885,2.563186934763553,IVOC
CCC12C(C(C(=C(C1(O)OO)N(=O)=O)C)(N(=O)=O)OO2)ON(=O)=O,353.1965,-5.261219441515631,0.0007807786891514287,IVOC
C(C(=O)COO)ON(=O)=O,151.0749,-2.607303046740334,0.15052903239179163,IVOC
CC(C=O)O,74.0785,0.2148438480476978,49.008005605375594,VOC
CC(C=O)(CON(=O)=O)O,149.1021,-1.3635121036466349,2.604369843052307,IVOC
CC(C=O)(C(=O)OO)O,134.0874,-1.5934598195660448,1.3793013187531713,IVOC
CCc1c(C)cc(c(c1O)O)N(=O)=O,197.1879,-3.2873502983727887,0.04104506660940197,IVOC
CC(=O)C(C)(C)CON(=O)=O,161.1558,-1.6946486305533763,1.3131922502836353,IVOC
CC(=CCON(=O)=O)CON(=O)=O,192.1268,-1.779891911959945,1.2865510946635197,IVOC
C(C(C(C=O)(CO)O)ON(=O)=O)O,195.1275,-5.067526235322847,0.000673787960051364,IVOC
C=C(CCO)C1(CC(C)(C)C1CCC(=O)O)OON(=O)=O,303.3083,-7.910094888560602,1.5049442348208604e-06,SVOC
CCC(C)(CCC=O)O,130.1849,-1.8210230527068303,0.7929915551426618,IVOC
CC(=O)C(C(C)OO)ON(=O)=O,179.1281,-2.5590909179347823,0.1994361136983524,IVOC
CC(C)OC(=O)C,102.1317,0.173186268412274,61.387200820989186,VOC
CCC12C(=O)C=CC(C)(C1O)OO2,184.1892,-5.649751981665837,0.00016643443314294995,SVOC
COC(O)OC,92.0938,-1.111820506081675,2.871712036603164,IVOC
C1=CC(C2C(C1OO2)ON(=O)=O)(O)OO,221.1217,-4.853871964321762,0.0012487928443655157,IVOC
CC(C=O)(C(CO)O)ON(=O)=O,179.1281,-3.416801226031377,0.02767537374872065,IVOC
CC1(C)CC(C1CC=O)C(CCC=O)(CO)ON(=O)=O,287.3089,-6.482804102050026,3.8130805404441926e-05,SVOC
CCCCC(C)O,102.1748,-0.9913998282380824,4.204118698202562,VOC
C(COC=O)O,90.0779,-1.320572103387881,1.7369093407681913,IVOC
CC(CC(=O)O)C(=O)C,130.1418,-3.705533773838407,0.010342226304981455,IVOC
CC1(C)CC(C1CC=O)(C(=O)CCO)ON(=O)=O,259.2558,-5.530177984021837,0.0003085187039876876,IVOC
C=C(CCC=O)C1CC(C)(C)C1CCC(=O)C=O,250.3334,-5.555955204081924,0.000280733729428319,SVOC
CC(C)C(=O)C(C(C1C(C=O)O1)O)O,202.2045,-5.302770657240282,0.0004062105143387956,IVOC
CCC(=O)C=C(C)C(C(=O)CC)O,184.2322,-3.742321425130816,0.013451636233469962,IVOC
CCC(C)(CCON(=O)=O)O,163.1717,-2.18111458540599,0.43377173955786213,IVOC
CC1(C)CC(C1CCC(=O)OC)C(CCC=O)(CO)OO,302.3633,-8.79860287567955,1.939354499767069e-07,LVOC
CC(=O)C(=O)CC(=O)CC=O,156.136,-3.500312917381596,0.019903118695374505,IVOC
C(C=O)C(=O)OON(=O)=O,149.059,-0.3946949538588905,24.232278447659166,VOC
C(CO)C(=O)OON(=O)=O,151.0749,-0.8356471442155629,8.897667501701045,VOC
C(CO)C(C(=O)OO)O,136.1033,-4.146301788223826,0.003920106522273108,IVOC
CCC(=O)CC(C(CC)O)OO,176.2102,-3.899629454882437,0.00895638162956393,IVOC
CCC(C)CC(C)O,116.2013,-1.2518119729937995,2.625004274948511,IVOC
CC(=O)C(CC(=O)CC=O)OO,174.1513,-4.987162775294828,0.000723593982716501,IVOC
CCCC(=O)C(C(C(=O)C=O)O)OO,204.1773,-4.892790030352131,0.0010542616950755927,IVOC
CON(=O)=O,77.0394,1.9537596917332287,2793.853212227125,VOC
CC1(C=O)C(C=O)O1,114.0993,-1.40340290437354,1.8180719940942052,IVOC
CC(C)(CO)OC,104.1476,-0.4225082001627747,15.88078870695066,VOC
CC(=O)C(CON(=O)=O)O,149.1021,-1.892790030352132,0.7698830021032224,IVOC
CC(=O)C(C)(C(=O)OON(=O)=O)O,193.1116,-1.316052869248488,3.762586510693955,VOC
CC(=O)CCC1C(CC1(C)C)C(CCC(=O)O)(CO)O,286.3639,-10.568636235841012,3.1189831884188226e-09,LVOC
CC(=O)C(CCO)(C=O)OO,162.1406,-4.354577730650908,0.0028909797283906847,IVOC
CC(C)(CCC(=O)O)O,132.1577,-4.707743928643524,0.0010449115854433391,IVOC
CC(=O)C(O)OC(=O)C,132.1146,-2.185086818724926,0.3480126229353293,IVOC
COC(=O)OC,90.0779,0.7403626894942439,199.85358523483367,VOC
CC1(C)C(CC1C(=O)CO)CC(=O)OO,216.231,-5.534617148551582,0.0002547016799693819,SVOC
CC1=CCC(CC1)C(C)(CO)O,170.2487,-4.586700235918748,0.0017787485936327507,IVOC
CC(C)C1=CC(=O)C=CC1=O,150.1745,-2.322393047279507,0.2883594235305602,IVOC
C(COCO)O,92.0938,-3.2104192878355744,0.022884535763875155,IVOC
CC(=CC(=O)C)C(=O)C(=O)C,154.1632,-2.494850021680094,0.19900394969259239,IVOC
COCOC,76.0944,1.7032913781186614,1550.154824864868,VOC
CSC,62.134,1.6222140229662954,1050.2056183142297,VOC
CC(C)C(CC(=O)OON(=O)=O)O,193.1546,-1.537602002101044,2.259612947386057,IVOC
CC1(C(COC1=O)O)OO,148.114,-5.336299074610352,0.0002754406517978662,SVOC
CC(=O)C(CC=O)(CC=O)OO,174.1513,-4.271646217978772,0.0037584735995468675,IVOC
CCC(=O)C=C(C)C(C(=O)C)O,170.2057,-3.562249437179612,0.018812896409236973,IVOC
CCc1ccc(C)c(c1O)O,152.1904,-3.2006594505464183,0.0386775369063762,IVOC
CC(=O)CCC(=O)CC(=O)O,158.1519,-5.767003889607846,0.00010909416572192929,SVOC
CCC(=O)C=CC1(C)C(C(=O)O)O1,184.1892,-6.621602099051862,1.775795960766296e-05,SVOC
CC1(C)C(=O)CCC(=O)C1C(=O)OON(=O)=O,245.1861,-4.219682687859849,0.005964089596439627,IVOC
CC(=O)OCCC=O,116.1152,-1.5287082889410617,1.3864741820936775,IVOC
C=C(C)C(CCC(=O)OON(=O)=O)CC=O,231.2026,-3.1958605676646497,0.05941049176892616,IVOC
CC1(C)C(CC=O)CC1ON(=O)=O,187.1931,-2.752026733638193,0.1336577371247337,IVOC
CC1=CCC(CC1O)O,128.169,-4.58838029403677,0.00133393203697094,IVOC
CCCCCCCC(CC(=O)CC)OO,216.3172,-5.507239610973163,0.00027138287754842745,SVOC
C=C(CCC=O)C1CC(C)(C)C1CCC(=O)COO,268.3487,-7.886056647693163,1.4072583987564476e-06,SVOC
CC(=CC(=O)C)C=O,112.1265,-0.9393021596463884,5.201601861693369,VOC
Cc1cccc(c1O)O,124.1372,-2.892790030352132,0.06409776938667404,IVOC
CC(=O)CCC1C(CC1(C)C)C(=O)OO,214.2582,-4.355561410532162,0.0038115975821047905,IVOC
CC(C)(C=O)C(=O)CC(=O)OON(=O)=O,219.1489,-2.899629454882437,0.1113886246141905,IVOC
C=CCCC,70.1329,1.8785217955012063,2138.8217612421213,VOC
C=C(C)C(CC=O)CC(=O)C(=O)C,182.2164,-3.2533658010624213,0.041015939359861496,IVOC
COC(=O)COO,106.0773,-1.2494916051486538,2.409138972073256,IVOC
CC(CCCO)OO,120.147,-3.092051478387728,0.03920960381365768,IVOC
C=C(C)C1CCC(C)(C(C1)OO)O,186.2481,-5.436518914605589,0.00027498179188765526,SVOC
C(CCC(=O)OO)CC=O,146.1412,-2.703334809738469,0.11672633795178962,IVOC
CC(=O)C(CCO)C(C=O)OO,176.1672,-5.311580177997289,0.0003467974336585156,IVOC
CCCC(=O)C=CC(C=O)OO,172.1785,-4.705533773838407,0.0013682836812248269,IVOC
CC1(C)C2CCC(C1C2)(C(=O)OO)O,200.2316,-3.614393726401688,0.019627721747440277,IVOC
CC(=C(C)C)C,84.1595,1.4712917110589383,1004.9069710762487,VOC
CCOC(C)(C)CON(=O)=O,163.1717,-1.204815410317576,4.107337867740604,VOC
CC(CCC(C)OO)O,134.1736,-3.262012673666569,0.02960638620392889,IVOC
CC(=O)C(CC(C)(C)O)O,146.1843,-3.0199966284162536,0.05631642857680558,IVOC
c1cc(c(cc1N(=O)=O)N(=O)=O)O,184.1064,-2.8297382846050425,0.10991617391961245,IVOC
CC1=CC2(C)C(C(C)(C1ON(=O)=O)OO2)O,231.2026,-5.603800652904264,0.00023223253454415408,SVOC
CC(=O)C(=O)C(C)(C)O,130.1418,-1.0958256317158366,4.21038857695184,VOC
CCOCC=O,88.1051,0.3074960379132129,72.14862979370943,VOC
CC(C)(C=O)C(=O)CC(=O)O,158.1519,-4.517126416391246,0.0019394518350565198,IVOC
C(Cl)(Cl)OO,116.9314,0.2695129442179163,87.73544737033748,VOC
CC(=O)OCON(=O)=O,135.0755,-0.2146701649892329,33.23819413470613,VOC
Cc1cc(c(C)c(c1O)N(=O)=O)N(=O)=O,212.1595,-3.30715308072277,0.04219299981924422,IVOC
CC(=O)C=CC1(C)C(C)(C(=O)O)O1,184.1892,-6.401209493236885,2.9497531231138877e-05,SVOC
CC(=O)C(C)OC(=O)C=O,144.1253,-2.5214335044061564,0.1749998680201317,IVOC
Cc1ccc(C)c(c1)OO,138.1638,-2.4001169279263124,0.2218239031349141,IVOC
CC(=O)C(=O)OO,104.0615,-0.4867823999320609,13.684807197350445,VOC
CC1(C)C2C(=O)CC(=O)C1C2=O,166.1739,-4.068033885271827,0.005731389564481774,IVOC
CC(=O)C(C(C)(C)O)OO,148.1571,-2.85078088734462,0.08426992017580755,IVOC
CC(CON(=O)=O)(C(C=O)O)O,179.1281,-3.003050751504619,0.0717536452545159,IVOC
CC(C)(C)CON(=O)=O,133.1457,0.2528530309798932,96.14156282596781,VOC
CCC1C(C(C(=O)O1)OO)O,162.1406,-5.3872161432802645,0.0002681678028597691,SVOC
CC(C(=O)C)C(=O)OO,132.1146,-1.4341521813264824,1.9612349960214577,IVOC
C(C(Cl)OO)(Cl)Cl,165.403,-1.2839966563652008,3.469586562998258,VOC
CCC(C=O)ON(=O)=O,133.1027,-0.2313618987523855,31.517805257790958,VOC
CC(OCCO)ON(=O)=O,151.118,-2.11069829749369,0.4724424368942907,IVOC
c1ccc(cc1)CC(=O)OO,152.1473,-2.430626090384954,0.22770321400082563,IVOC
C(CO)C(=O)OO,106.0773,-1.8386319977650247,0.6204709608359189,IVOC
CC(=O)CCC1C(CC1(C)C)C(=O)CCC=O,238.3227,-5.860120913598763,0.0001326708458753774,SVOC
CC(=O)C=CC(C(=O)C)O,142.1525,-3.5346171485515816,0.016744352364761555,IVOC
CCC(C)(C)C(=O)O,116.1583,-1.578396073130169,1.237044080811833,IVOC
CCC(=O)C=CC(=O)OO,144.1253,-1.6038006529042637,1.4476733268110555,IVOC
CCC(C)(CO)O,104.1476,-1.9430951486635275,0.4789444213207341,IVOC
CC1(C)CC(C1CCOO)C(=O)CCC=O,228.2848,-4.838631997765025,0.001335291237618563,IVOC
C(=CC(=O)OO)C(=O)C=O,144.0823,-1.0655015487564323,4.998504472752332,VOC
CCc1cc(C)cc(C)c1,134.2182,-1.175874166083451,3.6113388950517247,VOC
CCCC(OC(=O)C(=O)C)OO,176.1672,-3.5100415205751654,0.021959099795180587,IVOC
CC(C)(C(CC=O)C(=O)CC=O)O,186.2051,-4.742321425130816,0.0013595686693297342,IVOC
CCc1cc(c(C)c(c1O)O)N(=O)=O,197.1879,-5.8996294548824375,0.00010022632544156286,SVOC
COC(OC)ON(=O)=O,137.0914,-0.2740883677049518,29.420689398977675,VOC
CC(=O)C(CC(=O)OON(=O)=O)O,193.1116,-2.543633966870957,0.22279497765185757,IVOC
CC(C=O)(C(C=O)O)OO,148.114,-2.779891911959945,0.09918253405302775,IVOC
C(C(=O)C(CO)OO)O,136.1033,-4.910094888560602,0.0006753124681226791,IVOC
CC(C)(CC(=O)C(=O)CCO)C(CCC(=O)O)OO,276.283,-9.145086977692143,7.979913554022979e-08,LVOC
CCC(=O)C=C(C)C(C(=O)CC)OO,200.2316,-5.3448615651886175,0.0003650917790058853,IVOC
CCC(=O)C(C(C(=O)C=O)O)OO,190.1507,-4.661543506395395,0.0016721892354629817,IVOC
CS(=O)OON(=O)=O,141.1032,-0.3477536589966768,25.557254944160743,VOC
CCCC(CC)ON(=O)=O,147.1723,-0.2732727909734277,31.643483515334495,VOC
C(C(Cl)OO)ON(=O)=O,157.5099,-0.9746941347352298,6.735110452070107,VOC
CC(=CC(=O)C)C(=O)OON(=O)=O,189.1229,-1.1844222516757328,4.989452222256479,VOC
C(C(=O)OON(=O)=O)ON(=O)=O,182.0459,1.0934216851622351,910.6124604361031,VOC
C=C1CCC(C(C)(CCC2C1CC2(C)C)O)ON(=O)=O,283.3633,-5.841637507904751,0.00016460275314774943,SVOC
CC(=CC(=O)C)C(C(=O)C)O,156.1791,-3.417936637088291,0.02406674076584087,IVOC
CCC(C)(CCCON(=O)=O)O,177.1983,-2.7772835288524167,0.11937325152139412,IVOC
CCCCOCC(C)O,132.2007,-1.3645162531850878,2.3038197806201124,IVOC
C=C(CO)C(=O)CO,116.1152,-3.2448877336049287,0.026652155730111596,IVOC
C(C(=O)OON(=O)=O)Br,199.945,-0.1824346304402192,52.99158615245992,VOC
C(CC(=O)CC=O)C=O,128.1259,-3.0,0.051685405786526334,IVOC
CC1C(C(C)(C(=O)O1)O)O,146.1412,-5.721246399047171,0.00011201012227696985,SVOC
C(=O)(C(Cl)(Cl)O)OON(=O)=O,205.9384,0.0791812460476248,99.68953759726621,VOC
CCCCC(CCC(CC)O)ON(=O)=O,219.278,-4.089375595110798,0.007200297942716621,IVOC
CC(C)C(C)C(=O)O,116.1583,-1.6716203965612624,0.9980696561095469,IVOC
CC12C=CC(C(C)(C1(C)O)OO2)O,186.2051,-5.296708621881338,0.00037932717017210926,IVOC
CCCCC(C(=O)OO)ON(=O)=O,193.1546,-1.5391021572434522,2.2518211786019666,IVOC
CCC(CCC(CC)ON(=O)=O)O,191.2249,-3.206209615309181,0.04798061700217124,IVOC
CC(C)C(=O)C=CC1C(C(=O)OO)O1,200.1886,-5.224025668870631,0.0004821083737033225,IVOC
CCC(C)(C(=O)OO)ON(=O)=O,179.1281,-0.8013429130455774,11.416994914615826,VOC
CC(CC(C)O)CON(=O)=O,163.1717,-2.512861624522813,0.2020757572750588,IVOC
CCC(=O)C(C(C)(C1C(CC)(C=O)O1)OO)O,246.257,-4.663540266151471,0.0021556553164439477,IVOC
c1ccc(cc1)CCO,122.1644,-2.447331783887807,0.17593161269035407,IVOC
CCC1=CC(=O)C(C(C1=O)ON(=O)=O)OO,231.1596,-5.235823867609669,0.0005417751336497223,IVOC
CCOC(C)(C)C=O,116.1583,-0.2146701649892329,28.583215503606752,VOC
CC(C)C(COO)ON(=O)=O,165.1445,-1.454692883534176,2.3383107818680395,IVOC
CC1(C)CC(C1CC=O)O,142.1956,-2.263603497723357,0.31261777060273793,IVOC
CCCCCCC(CCC(CC)O)ON(=O)=O,247.3312,-5.168130225719498,0.0006774537952762807,IVOC
C=C(C)C(CCO)C=O,128.169,-2.560667306169737,0.14218267835930573,IVOC
Cc1ccc(cc1)COO,138.1638,-2.9281179926938745,0.06576688585407006,IVOC
CC1=C(C)C(=O)C(C)(C(C1=O)O)OO,200.1886,-7.293282217663242,4.110438228056799e-06,SVOC
CC(C)C12C(C(C(=C(C1(O)OO)O)N(=O)=O)OO2)ON(=O)=O,324.1984,-6.206209615309181,8.134526028313631e-05,SVOC
CC(=O)C1CC(CON(=O)=O)C1(C)C,201.2197,-3.2676062401770314,0.043832400765506985,IVOC
Cc1cccc(C)c1C,120.1916,-0.5934598195660448,12.363610032191962,VOC
C=C(CCC=O)C(=O)CC(C)(C)C(CCO)OO,258.3108,-7.037157318798758,9.565688778494261e-06,SVOC
C(C(=O)OON(=O)=O)O,137.0483,-0.1592667653881933,38.312270349028125,VOC
COC(=O)CCOO,120.1039,-2.2700257143004445,0.2601731031680426,IVOC
CC(C)(C(C=O)C(=O)CCC=O)ON(=O)=O,231.2026,-4.001304841688344,0.009298627989579186,IVOC
CCC12C=CC(C(C1O)OO2)(O)O,188.1779,-7.2380721615794705,4.387604339372125e-06,SVOC
CC(=O)CCC(=O)C(C)(C)CON(=O)=O,217.2191,-3.9706162223147903,0.00937589616232934,IVOC
CCCCCC(CCC(CC)O)OO,204.3065,-5.127843727251707,0.0006140015364736623,IVOC
CCCCC(COO)O,134.1736,-3.6635402661514704,0.011745129444703049,IVOC
CCCC=O,72.1057,1.2329961103921538,497.38960994434535,VOC
CC(C(CON(=O)=O)O)(C(=O)OO)ON(=O)=O,256.1244,-3.0186344909214555,0.09898000339436211,IVOC
CCC12C=CC(C(C1O)OO2)(O)OO,204.1773,-6.1438755557577,5.9137491958146454e-05,SVOC
CCC(CC(=O)C(C)OO)O,162.1837,-4.752026733638194,0.0011580077652710837,IVOC
CC(C)(C)C,72.1488,2.037426497940624,3172.390286009243,VOC
CC(C)C(CO)ON(=O)=O,149.1451,-1.630784142589857,1.4078482597272373,IVOC
CC(CO)C(C)COO,134.1736,-3.4190750243243806,0.020621632803833466,IVOC
CC(C(=O)CC(=O)C=O)(C(=O)OON(=O)=O)ON(=O)=O,294.1293,-2.4436974992327127,0.4271415225738511,IVOC
CC(C(CON(=O)=O)O)(C(=O)OON(=O)=O)ON(=O)=O,301.122,-2.153044674980176,0.8539428617601138,IVOC
C=C(C)C(CCC(=O)O)CC(=O)OON(=O)=O,247.202,-5.005243055412372,0.000985235214196817,IVOC
CC1(C)CC(C1CC=O)ON(=O)=O,187.1931,-2.469800301796918,0.2559885473744898,IVOC
C=C(C)C(CO)ON(=O)=O,147.1293,-1.494850021680094,1.8992413115131466,IVOC
CC(C)(CO)OC=O,118.1311,-0.7931741239681502,7.6722213710179155,VOC
C=C(C)C(CCO)C(=O)OON(=O)=O,205.1653,-3.002613615602687,0.08226617313994689,IVOC
CCCC(=O)C=CC(=O)C=O,154.1632,-2.265200170411153,0.337684827134618,IVOC
CC1C(C(C(=O)O1)OO)O,148.114,-5.51427857351842,0.00018283045433871371,SVOC
CC1(C)C2C(=O)CC(=O)C1C2OO,184.1892,-6.329754146925876,3.477290835308056e-05,SVOC
CC(C(CO)ON(=O)=O)(C(=O)OO)ON(=O)=O,256.1244,-3.1555228242543185,0.07222027387542705,IVOC
CCc1ccc(C)c(c1O)N(=O)=O,181.1885,-2.2668027348934308,0.3954202405740326,IVOC
CC12C=CC(C(C)(C1O)OO2)O,172.1785,-5.767003889607846,0.00011876980177129203,SVOC
CC(=O)CCC(=O)C(C)(C)C(=O)O,186.2051,-5.6020599913279625,0.00018778572780797463,SVOC
CC(=CC=O)CO,100.1158,-3.11069829749369,0.03129935052318151,IVOC
CC(C)C,58.1222,2.492760389026837,7291.777947128202,VOC
CCC1=CC(C2(C(C)(C1OO2)O)N(=O)=O)(O)OO,263.2014,-5.060980223551334,0.000922654220597366,IVOC
CCC(=O)CCC(=O)CC,142.1956,-1.8664610916297824,0.7801104000361894,IVOC
CC12C=CC(C(C)(C1(C)O)OO2)OO,202.2045,-5.649751981665837,0.00018271316307608493,SVOC
CC1=C(C)C(C2(C)C(C1OO2)O)(O)OO,218.2039,-5.853871964321762,0.00012323144627264017,SVOC
CCC(C)(CCOO)O,134.1736,-3.1817741063860447,0.03561426347748664,IVOC
CCC(=O)C=CC1C(C(=O)O)O1,170.1626,-6.860120913598763,9.472709095001648e-06,SVOC
CC1=CC(=O)C(C(C)(C1=O)OO)O,186.162,-7.3214816209598865,3.5821223579611402e-06,SVOC
CCCC,58.1222,2.4683473304121573,6893.19201432699,VOC
CCCCCC(CCC(CC)O)O,188.3071,-5.1180450286604,0.0005788321801836941,IVOC
CCCCC(CCC(CC)O)O,174.2805,-4.782516055786093,0.0011600153676379929,IVOC
CCC(=O)C=CC(C(=O)C)O,156.1791,-3.636388020107856,0.014553447950024176,IVOC
C(=CC(=O)OO)C=O,116.0722,-1.0030507515046188,4.649523699917111,VOC
