SMILES,molar_mass,log_p_sat,c,volatility
CC(=O)CCC1C(CC1(C)C)ON(=O)=O,215.2463,-3.8096683018297086,0.01345855377975881,IVOC
CC(C)(CO)C(=O)C=O,130.1418,-1.274088367704952,2.792926088451844,IVOC
CCCCC(=O)O,102.1317,-1.2510371387438386,2.3112899101057005,IVOC
CC(C=O)(CO)O,104.1045,-1.5528419686577808,1.1758679013977351,IVOC
C(COO)ON(=O)=O,123.0648,-0.7304870557820837,9.233743274724418,VOC
CC(C)(CCO)CO,118.1742,-3.349692476868064,0.02130890804890079,IVOC
C(C(Cl)O)O,96.5129,-1.744727494896694,0.7007915745561192,IVOC
CCCCOC(=O)CO,132.1577,-1.565431095965801,1.450081383880552,IVOC
CC12C=CC(=O)C(C)(C1O)OO2,170.1626,-4.694648630553377,0.001386584954485746,IVOC
CCCCCCCC(CC)ON(=O)=O,203.2786,-2.33161408331,0.38212775159293394,IVOC
CC(C)C(C)CO,102.1748,-0.8068754016455384,6.429828597250975,VOC
C=C(C)C(CC=O)CCOO,158.195,-3.027334407733889,0.0599224202876012,IVOC
Cc1cccc(c1O)N(=O)=O,153.1354,-1.6289321377282635,1.4516919241006516,IVOC
CC(O)OCCO,106.1204,-3.209011524911184,0.026455645022506826,IVOC
COCOO,78.0672,-0.889410289700751,4.0624620273474,VOC
CC(=O)C(CCC(=O)OO)CC=O,188.1779,-4.636388020107856,0.0017535235335552925,IVOC
CC(C)(CON(=O)=O)OO,151.118,-1.2069083998234198,3.785635526598124,VOC
CC(=O)C(C)(C(=O)OO)O,148.114,-2.1278437272517072,0.4451264329488295,IVOC
CC(CC=O)CO,102.1317,-1.853871964321762,0.5767924909354688,IVOC
CCCC(C)O,88.1482,-0.4801720062242812,11.769891067945457,VOC
CC(=O)CC(C)(C=O)O,130.1418,-1.9208187539523751,0.6299833282222208,IVOC
CC(C)C(C=O)OC(=O)C=O,158.1519,-2.474955192963155,0.21372248840260985,IVOC
CCC12C(C(C=C(C1(O)OO)N(=O)=O)(N(=O)=O)OO2)O,294.1724,-5.154901959985743,0.000830674664969178,IVOC
C(=O)(C(Cl)(Cl)Cl)OON(=O)=O,224.3841,0.1335389083702175,123.10111565530873,VOC
CC(=O)CC(C(C)O)ON(=O)=O,177.1552,-3.051587034221399,0.06345967910066261,IVOC
C(=O)(C(Cl)OO)Cl,144.9415,-0.5867002359187481,15.143404283499452,VOC
CC(=O)CCC(=O)C(C)(C)CC=O,184.2322,-3.903089986991944,0.009289804028639471,IVOC
CC1(C)C2CCC(C1C2)(C(=O)OON(=O)=O)ON(=O)=O,290.2268,-2.7619538968712045,0.20254177785799976,IVOC
CC1(C)C(CC=O)CC1C(=O)OO,186.2051,-3.6757175447023074,0.01584911542699306,IVOC
C(C(Cl)(Cl)OO)(Cl)Cl,199.8481,-1.393618634889395,3.2569597390091953,VOC
C=C(CCO)C(=O)CC(C)(C)OO,188.2209,-5.060980223551334,0.0006598095898792133,IVOC
C(C(C(=O)OON(=O)=O)Cl)Cl,203.9656,-0.7235381958267558,15.550692464763545,VOC
CC(CC(C(=O)OO)O)O,150.1299,-4.309803919971486,0.0029675242500332914,IVOC
CC(=O)CCC1C(CC1(C)C)C(CCC(=O)O)(CO)OO,302.3633,-11.271646217978772,6.525500989782286e-10,LVOC
CC(C)(C(CC=O)O)O,132.1577,-2.199282921717615,0.33693067448989295,IVOC
CC(=C(C)C(=O)C)C=O,126.1531,-1.7594507517174005,0.8854788178367623,IVOC
CC(C)(CCON(=O)=O)CO,163.1717,-2.034328028779893,0.6082019534923592,IVOC
CC(C)(CON(=O)=O)OC,149.1451,-0.6861327796308466,12.393877842043196,VOC
CC(CC(CO)O)O,120.147,-4.330683119433888,0.002263397401851439,IVOC
CC(C(C=O)O)O,104.1045,-1.9208187539523751,0.503943386313315,IVOC
CC(=O)CCC1C(=O)CC1(C)C,168.2328,-3.494850021680094,0.02171659103329715,IVOC
COC(CO)O,92.0938,-1.6575773191777938,0.8173048487098266,IVOC
CC(=O)C1CC(CO)C1(C)C,156.2221,-4.107905397309519,0.004915504244209935,IVOC
CC(CC(=O)CON(=O)=O)O,163.1287,-3.169411331314856,0.04455023971099209,IVOC
CCC(CC)OO,104.1476,-0.8239087409443188,6.3019002805359765,VOC
CC(CC(=O)OO)C(=O)C,146.1412,-2.4078232426041333,0.2305050411068169,IVOC
CCCCCCCC(=O)CC,156.2652,-1.978810700930062,0.6618850510262428,IVOC
CC(=CC=O)C(=O)OO,130.0987,-1.2941362877160807,2.6660461965255844,IVOC
C=C(C)C(CCC(=O)C=O)CC=O,182.2164,-3.3260580013659125,0.03469448634024125,IVOC
CC1(C)C2CCC(C1C2)(C(=O)OON(=O)=O)O,245.2292,-3.3555614105321614,0.04362563606814083,IVOC
CC1=CC(=O)C(C(C1=O)O)O,156.136,-4.978810700930062,0.0006613378047513682,IVOC
CC(=O)CC(C(=O)C(=O)C)OO,174.1513,-3.714442690992226,0.013558605695561627,IVOC
C=C(C)C(CO)COO,132.1577,-3.0385789059335515,0.0487803112592171,IVOC
CC1(C)CC(C1CCC(=O)OON(=O)=O)C(=O)CCC=O,301.2925,-5.823908740944319,0.0001823100378955815,SVOC
CC(C)(C)CC=O,100.1589,0.6893088591236203,197.5738244593875,VOC
CCC(CC(=O)CON(=O)=O)O,177.1552,-3.503070351926785,0.02243957121352259,IVOC
CC(CCCO)O,104.1476,-3.250263684430939,0.023611119717741463,IVOC
C1CCC(CC1)ON(=O)=O,145.1564,-0.692503962086787,11.886752714414497,VOC
C=C(C)C(CCC(=O)C)COO,172.2215,-3.478861916295964,0.02306515898350393,IVOC
CC(=O)CCC(C)OO,132.1577,-2.11069829749369,0.41316657077478924,IVOC
CCCC(C)OO,104.1476,-1.0381045263321496,3.848360437980637,VOC
CC(CC(=O)C)O,102.1317,-1.104577453960592,3.238277841966277,VOC
CC1=C(C)C(C2(C)C(C1OO2)O)(O)O,202.2045,-5.987162775294828,8.401542766444963e-05,SVOC
C=C(CCON(=O)=O)C1CC(C)(C)C1CCC(=O)O,271.3095,-6.841637507904751,1.576008278247018e-05,SVOC
CCC(CCCO)ON(=O)=O,163.1717,-2.709965388637482,0.12835430836689385,IVOC
CC(=O)CCC1C(CC1(C)C)C(=O)O,198.2588,-6.052566278112949,7.085935524723959e-05,SVOC
C=C(C)C(CC(C(=O)C)O)CO,172.2215,-3.924453038607469,0.008267331081436664,IVOC
CC1(C)CC(C1CC=O)C(=O)OON(=O)=O,231.2026,-2.640164517660112,0.21357931891811757,IVOC
CC1(C)C(CC1C(=O)CO)CC(=O)OON(=O)=O,261.2286,-5.2644011003018205,0.0005732586596122337,IVOC
CC(C(OC)OO)O,122.1198,-3.095284454721319,0.03955784559022226,IVOC
CCC(C(C)OO)O,120.147,-2.9746941347352296,0.0513747590141869,IVOC
CC(C(O)OC)O,106.1204,-1.5512936800949202,1.2029184872693228,IVOC
C=C(CCO)C1CC(C)(C)C1CC=O,196.286,-3.910094888560602,0.009739248285524908,IVOC
CC(C)(C(=O)OO)O,120.1039,-1.1396619934290064,3.51257913960579,VOC
CCC(=O)CCOO,118.1311,-3.000869458712629,0.0475582417905334,IVOC
CC(C(Cl)O)Cl,128.9851,-1.1797985405143598,3.4393154089986977,VOC
Cc1ccc(cc1C)C(=O)OON(=O)=O,211.1715,-2.6655462488490693,0.18400094659227206,IVOC
CC(=O)CCC(CON(=O)=O)C(=O)C,203.1925,-4.135488918941608,0.005999979355293546,IVOC
CC(=O)C(C)(O)OC(=O)C,146.1412,-2.2313618987523856,0.34605232513990164,IVOC
CCCCCCC(CC)ON(=O)=O,189.2521,-1.856985199745905,1.0611737753560082,IVOC
CCC(=CC(=O)OO)C(=O)C(=O)C,186.162,-2.5654310959658013,0.20426358099904218,IVOC
CCC(=O)C(C(=O)C)ON(=O)=O,175.1394,-1.4449055514216809,2.536350725338859,IVOC
CC1=CC(=O)C(C(C1=O)O)OO,172.1354,-5.8696662315049934,9.374216141275999e-05,SVOC
Cc1cccc(c1C)C(=O)O,150.1745,-3.4559319556497243,0.021202898789011784,IVOC
CC(OC(=O)CO)OO,136.1033,-3.2716462179787715,0.02937334719070189,IVOC
CCC(=CC(=O)CC)C(=O)OO,172.1785,-2.0520763801682738,0.6160749366733097,IVOC
CCC(=O)C(=O)C(C(=O)CC)OO,188.1779,-2.8416375079047502,0.10931055793591446,IVOC
CC(C)C(=O)C(C(=O)OON(=O)=O)O,207.1382,-1.6289321377282635,1.963627300498419,IVOC
CCCC(C)C,86.1754,1.413299764081252,900.3556065669795,VOC
CC(=O)CC(CO)ON(=O)=O,163.1287,-3.25649023527157,0.03645617843410583,IVOC
CC(=O)C(CC=O)(CO)OO,162.1406,-3.54821356447571,0.0185101190754426,IVOC
CC(=O)C(=O)O,88.0621,-0.6736641390712486,7.531056398883411,VOC
C=C(CCO)C1(CC(C)(C)C1CCC(=O)C)OO,256.338,-7.645891560852599,2.33696620430568e-06,SVOC
C1C(=O)CC(=O)C(C1=O)OO,158.1088,-7.300162274132754,3.195396606538405e-06,SVOC
CC(=O)C=CC(=O)C=O,126.11,-1.6903698325741012,1.0377928981124993,IVOC
C1C(C(C(=O)O1)O)O,118.088,-5.692503962086787,9.670140996468483e-05,SVOC
C(=CCON(=O)=O)C=O,131.0868,-1.679853713888946,1.1051882252634004,IVOC
CC12C=CC(C)(C(C1O)OO2)ON(=O)=O,217.176,-4.13608262304214,0.0064041310158728096,IVOC
CC(C)(C(CC(=O)C(=O)O)CO)ON(=O)=O,235.1913,-6.400116927926312,3.776029043018107e-05,SVOC
CCCC(=O)C(=O)CC(=O)CC,170.2057,-2.6497519816658373,0.15379886115580593,IVOC
CC(=O)OCCC(=O)OO,148.114,-2.402304814074488,0.236604117379512,IVOC
CCC(CCC(=O)C)O,130.1849,-2.1958605676646497,0.3345269010767386,IVOC
CC(C)(CC=O)C(CCC(=O)OC)OO,218.2469,-4.578396073130169,0.002324250921376535,IVOC
Cc1ccc(cc1C)CON(=O)=O,181.1885,-2.593459819566045,0.18638107457740907,IVOC
C1CCCCC1,84.1595,1.2068258760318498,546.5879133218789,VOC
CCC(CCC(=O)CC)O,144.2114,-2.494850021680094,0.18615751483297127,IVOC
C(CO)C(=O)O,90.0779,-3.362510270487489,0.015770264725803243,IVOC
CC1(C)CC(C1CCC(=O)OC)C(=O)OO,230.2576,-4.950781977329818,0.001040310537557471,IVOC
C(C(Cl)OO)(Cl)O,146.9574,-2.289882634888184,0.3041163896797412,IVOC
C=C(C)C(CC=O)COO,144.1684,-2.519993057042849,0.175633769689771,IVOC
C(C(Cl)ON(=O)=O)OO,157.5099,-1.1360826230421397,4.6446846608143835,VOC
CC1=CC(C2(C)C(C1OO2)O)(O)OO,204.1773,-5.492144128304169,0.00026521270766745374,SVOC
Cc1ccc(cc1)OO,124.1372,-1.939302159646388,0.5758783968334006,IVOC
CC(=CCO)C=O,100.1158,-2.8068754016455384,0.06300256363375892,IVOC
COC(OC=O)ON(=O)=O,151.0749,-0.6090648928966209,14.991960311085318,VOC
CC(C)(C=O)C(=O)CCOO,160.1678,-3.1778319206319825,0.04290167918683864,IVOC
CCc1c(C)ccc(c1OO)O,168.1898,-3.767003889607846,0.01160183716663419,IVOC
CCCCCC(=O)OO,132.1577,-0.7351821769904635,9.80937406742726,VOC
CC1(C)CC(C1CC=O)C(=O)CCO,198.2588,-4.35261702988538,0.0035509654322544468,IVOC
CC(C)(C=O)C(=O)CC(=O)OO,174.1513,-3.446116973356126,0.02515015978762207,IVOC
CC(C)c1cccc(c1OO)N(=O)=O,197.1879,-3.134896025358872,0.05830626710211562,IVOC
CCCCCCCC(CC(=O)C(C)OO)O,232.3166,-6.798602875679548,1.4900758246142545e-05,SVOC
CCCC(OCC(=O)C)ON(=O)=O,191.1818,-2.684029654543082,0.15964226942278603,IVOC
CC(C=O)(C(=O)O)O,118.088,-1.9469215565165805,0.538288636749231,IVOC
CC(=O)C(=O)C(C)(C=O)O,144.1253,-1.6716203965612624,1.2383711590793365,IVOC
CCCC(C)CO,102.1748,-0.978810700930062,4.327769248149695,VOC
CC(C)c1cccc(c1O)N(=O)=O,181.1885,-2.3381873144627385,0.33548593423933665,IVOC
CC(C(=O)C)C(=O)O,116.1152,-2.939302159646388,0.05386639558809901,IVOC
COCOCOO,108.0932,-0.8446639625349383,6.2354157073727725,VOC
CC1=C(C)C(=O)OC1C,126.1531,-2.774690718274137,0.0854945065497564,IVOC
CC1(C)CC2C1CCC(C)(C(=O)CCC2=O)O,238.3227,-5.735182176990463,0.0001768944611671698,SVOC
CCC(=O)C(C(=O)C(=O)C)O,158.1519,-2.336299074610352,0.29410766314508396,IVOC
CCCCCCC(C(CC(=O)CC)OO)O,232.3166,-6.732828271596986,1.7337360223499172e-05,SVOC
CC=C(C)C,70.1329,1.9334872878487053,2427.392951250979,VOC
CC=CC(=O)OON(=O)=O,147.0862,-0.0296531237699066,55.417866934372285,VOC
CC(C)C(=O)C(=O)C,114.1424,0.0170333392987803,47.88630645252773,VOC
CC(CC=O)OO,104.1045,-2.232102383981909,0.24609235364966894,IVOC
CCC(C)(C)C(=O)OO,132.1577,-0.2298847052128983,31.400659378884004,VOC
CCCC(C)COO,118.1742,-1.2549252084179423,2.650503998923681,IVOC
C(CC(=O)OON(=O)=O)C(=O)CC=O,205.1223,-3.4814860601221125,0.027305983198952326,IVOC
CC(=O)CCC1C(C)(C)CC1(C(=O)CCO)O,242.3114,-6.468521082957745,3.3234087972365016e-05,SVOC
CCCO,60.095,0.2253092817258628,40.72664382490491,VOC
CC(C)C(C)C(=O)OO,132.1577,-0.3565473235138126,23.457198856891267,VOC
CC(=O)C(CC=O)CO,130.1418,-2.6458915608525992,0.11864686014851818,IVOC
CCCCC(C(=O)O)ON(=O)=O,177.1552,-2.7569619513137056,0.1250613045339635,IVOC
CC(=O)C(=O)OC,102.0886,-0.5800442515102421,10.830886328352909,VOC
CC1(C)C(CC=O)CC1C(=O)C=O,182.2164,-3.193820026016113,0.0470433713088017,IVOC
CC(CC(=O)C(C)ON(=O)=O)OO,193.1546,-4.083019952679618,0.006436001015658214,IVOC
CCC(=O)C(=O)OC(=O)C,144.1253,-1.2924298239020635,2.9651140428660185,IVOC
C=C(C)C(CCC(=O)O)C=O,156.1791,-4.069050968832477,0.0053740654118487555,IVOC
CCON(=O)=O,91.066,1.4199557484897578,966.1465573803401,VOC
C=C(C)C(CC=O)CC=O,140.1797,-2.2269453066357374,0.33532877379026255,IVOC
CC(C)C(=O)C=O,100.1158,0.6384892569546373,175.6802255172124,VOC
CCC(=O)CC(=O)C,114.1424,-1.0222763947111522,4.3742299163366685,VOC
CC(=O)CC(=O)C,100.1158,-0.7375489102695705,7.390685349344799,VOC
CC1(C)C2CCC(=O)C1C2ON(=O)=O,199.2038,-3.24184537803261,0.04604508107202317,IVOC
CCC(=O)C=C(C)C(=O)OON(=O)=O,203.1495,-1.4341521813264824,3.0157447308947014,VOC
CC(C=O)C(=O)OON(=O)=O,163.0856,-0.1408617027054692,47.564716690988966,VOC
CC(C)(CCC(=O)OO)O,148.1571,-2.9706162223147903,0.06394951389227947,IVOC
CC(C=O)(C(CON(=O)=O)O)OO,195.1275,-3.504455662453552,0.024637340128046373,IVOC
CCC(CO)O,90.121,-2.151810883008601,0.25629853298167793,IVOC
CCC(C(C)C)ON(=O)=O,147.1723,-0.087246696328677,48.5635450573051,VOC
CCCCC(C)(C)O,116.2013,-1.1999706407558657,2.9578173169509117,IVOC
CC(C=O)(CO)OO,120.1039,-2.252588192113577,0.2708319640054671,IVOC
CC(C)(C)OO,90.121,-0.5883802940367698,9.379435675074166,VOC
CC(=CC=O)C=O,98.0999,-0.3575354797578786,17.372570636168415,VOC
CC(COO)ON(=O)=O,137.0914,-0.978810700930062,5.80671501295612,VOC
CCCC(=O)C(=O)O,116.1152,-0.958607314841775,5.152437838861642,VOC
CCC(CC=O)OO,118.1311,-2.260427655549908,0.2616179833968221,IVOC
CC1=CCOC1=O,98.0999,-2.0,0.3957305384093033,IVOC
CCCC12C(C(C(=C(C1(O)OO)O)N(=O)=O)OO2)O,279.2008,-7.688246138944246,2.3088808445475657e-06,SVOC
CCC(=C(C)C(=O)OON(=O)=O)C(=O)C(C=O)O,261.1855,-3.415668775632469,0.04045864079295289,IVOC
CCC12C(C(C)(C=C(C)C1(O)O)OO2)ON(=O)=O,261.2286,-5.512861624522814,0.0003235117803326393,IVOC
CCC12C=CC(C(C)(C1ON(=O)=O)OO2)(O)OO,263.2014,-5.730487055782084,0.00019748410245237064,SVOC
CC(=O)CCC(=O)CC=O,142.1525,-3.321481620959886,0.02735293177394267,IVOC
CCC(C)(C(=O)O)ON(=O)=O,163.1287,-2.0414361167780326,0.5981708699747689,IVOC
CC(C)(CCO)ON(=O)=O,149.1451,-1.9065783148377649,0.7460392487443479,IVOC
CC(=O)C(C(C1C(C=O)O1)O)O,174.1513,-5.031517051446065,0.0006533421397343161,IVOC
CCC(=O)C=C(C)C=O,126.1531,-0.8569851997459049,7.0736526252477026,VOC
CC(C)C12C=CC(=O)C(C1O)OO2,184.1892,-5.09799710864927,0.0005929226680717588,IVOC
CCCCCCON(=O)=O,147.1723,-0.2596373105057561,32.652750344153795,VOC
CC(=O)C(=O)CC(=O)CO,144.1253,-3.153662887870195,0.04081392270768516,IVOC
CCCCCCCCCCC,156.3083,-1.374687549038326,2.660881242132532,IVOC
CC(CO)(C(=O)CCO)O,148.1571,-3.665546248849069,0.012909434580123712,IVOC
CCOC(=O)C,88.1051,0.5877109650189114,137.54443216830322,VOC
C(C(Cl)O)Cl,114.9586,-1.012780770091995,4.502893727849787,VOC
CC(C(=O)C)C(C)ON(=O)=O,161.1558,-1.5900668766687054,1.6707445956578928,IVOC
CC(C)C12C(C(C(=C(C1(O)OO)O)N(=O)=O)OO2)O,279.2008,-6.841637507904751,1.621848007877314e-05,SVOC
CC(C(CON(=O)=O)O)(C(=O)O)OO,211.1269,-5.27083521030723,0.00045649850743978616,IVOC
CC1=CC(=O)C(=C(C)C1=O)C,150.1745,-2.170696227168975,0.4089130480737986,IVOC
CC1(C)C(CC1C(=O)O)COO,174.1944,-6.112945621949043,5.417757581058872e-05,SVOC
C=C(C)C(CC(=O)OON(=O)=O)CO,205.1653,-2.7375489102695707,0.15145583183712558,IVOC
CCC(C)CC,86.1754,1.4727564493172125,1032.4541125497797,VOC
CC(C)CCC(C)ON(=O)=O,161.1989,-0.8153085691824012,9.949116263790359,VOC
C(COO)Cl,96.5129,-1.1636758842932484,2.670794556363876,IVOC
CC(=O)C(CC1C(CC1(C)C)C(=O)CCC=O)OO,270.3215,-6.844663962534939,1.5593644439618475e-05,SVOC
CC1=C(C)C(C2C(C1(C)OO2)O)(O)OO,218.2039,-5.473660722610156,0.000295755471054336,SVOC
CCCCCCC=O,114.1855,0.0043213737826425,46.522530897045606,VOC
CC(C=O)(C(=O)OO)O,134.0874,-1.645891560852599,1.2224396001498694,IVOC
Cc1cc(c(c(C)c1C)OO)O,168.1898,-7.663540266151471,1.472279921145974e-06,SVOC
CC1=CC(=O)C=C(C)C1=O,136.1479,-2.023191662661933,0.5206552903544311,IVOC
CCC1=C(C)C(=O)C(C(C1=O)O)O,184.1892,-5.245651664288981,0.0004220301697553373,IVOC
CC(C(C)(C)OO)O,120.147,-2.826813731587726,0.07221546314258345,IVOC
CC(C(CON(=O)=O)O)(C(=O)O)ON(=O)=O,240.125,-4.6439741428068775,0.0021988430759426053,IVOC
CC(C(=O)C)C(=O)CO,130.1418,-1.9913998282380825,0.5354858289888875,IVOC
CCCCCC(CCC(=O)CC)O,186.2912,-3.995678626217357,0.0075900513706624,IVOC
CC(C)(C(=O)C=O)O,116.1152,-0.3045183235098025,23.232810618867045,VOC
C=C(C)C(CO)O,102.1317,-2.25649023527157,0.22824502855589276,IVOC
CC(C)(CCO)O,104.1476,-2.87942606879415,0.055456722468716614,IVOC
CCC(CC)ON(=O)=O,133.1457,0.2430380486862944,93.99314801421433,VOC
CC1(C)CC(C1CCC(=O)O)(C(=O)CCO)OO,260.2836,-10.365522729839268,4.525380241062951e-09,LVOC
C(CC(=O)OON(=O)=O)CO,165.1015,-1.8297382846050425,0.9856976828827727,IVOC
C(CO)C(C(=O)OON(=O)=O)O,181.1009,-2.9706162223147903,0.0781691496421995,IVOC
CC(CC(=O)OON(=O)=O)O,165.1015,-1.2716462179787715,3.5631639212316446,VOC
CC(CO)C(=O)OON(=O)=O,165.1015,-1.175874166083451,4.442299692451413,VOC
CC(C)(C(=O)OON(=O)=O)O,165.1015,-0.530177984021837,19.647352462866074,VOC
CC(=O)C(C(=O)OON(=O)=O)O,179.085,-1.259637310505756,3.9733141327429045,VOC
C(=CC(=O)OON(=O)=O)CO,163.0856,-2.643974142806877,0.1493387370519295,IVOC
C=CC(C(=O)OON(=O)=O)O,163.0856,-0.3957739469155299,26.446771936068554,VOC
C(=CC(=O)OON(=O)=O)CON(=O)=O,208.0832,-1.234331445240986,4.893691344932015,VOC
CC1(C)C(C=O)C(=O)CC(=O)C1O,184.1892,-4.289882634888183,0.003811645723318452,IVOC
CCOCCON(=O)=O,135.1186,-0.5670307091255943,14.77118810992382,VOC
CC(C)(CCCOO)O,134.1736,-2.856985199745905,0.07523377847067847,IVOC
CCC(=O)C(C)(C)OO,132.1577,-2.067526235322847,0.4563491413977028,IVOC
CC(C=O)OO,90.0779,-1.0004345117740177,3.6300678481745243,VOC
C=C(CCO)C(=O)CC(C)(C)C(CCC(=O)O)O,258.3108,-9.0,1.0420140281584167e-07,LVOC
CC(C(CO)ON(=O)=O)(C(=O)O)ON(=O)=O,240.125,-4.636388020107856,0.00223758920943939,IVOC
C(C(Cl)(Cl)O)(Cl)OO,181.4024,-3.245651664288981,0.04156448134093939,IVOC
CC1(C)C2CC1C(CC2=O)OO,170.2057,-5.029188389127482,0.0006419729249137441,IVOC
CC(=O)C=CC(=O)OON(=O)=O,175.0963,-1.2276782932770802,4.181476659905496,VOC
CC1(C)C(CC1(C(=O)CO)OO)CO,204.2203,-8.072629636960977,6.969478362878092e-07,SVOC
CC(=O)C(=O)OC(=O)C(C)OO,176.1241,-3.2596373105057563,0.039076213845192165,IVOC
CC(=O)CC(C(C)O)O,132.1577,-2.6020599913279625,0.13327953895960945,IVOC
CC(=O)C(CC(C(=O)O)OO)CO,192.1666,-7.709965388637482,1.5116230960526592e-06,SVOC
c1ccc(cc1)CC(=O)O,136.1479,-3.958607314841775,0.006041358854323557,IVOC
CCC(=O)C(C(C=O)O)O,146.1412,-2.4294570601181023,0.21930402887912007,IVOC
CCCCCCCC(CC(=O)OON(=O)=O)O,249.261,-3.886056647693163,0.013071598100994373,IVOC
CC(=O)C1CC(CC(=O)OON(=O)=O)C1(C)C,245.2292,-3.98296666070122,0.010288131861874465,IVOC
CC(CCO)(C=O)O,118.1311,-2.585026652029182,0.12389922710960612,IVOC
CC(=O)C(OC(=O)C)OO,148.114,-2.552841968657781,0.16729584057137206,IVOC
CC12C=CC(C(C1O)OO2)ON(=O)=O,203.1495,-4.120330794367947,0.006211778548962456,IVOC
C1CCC(C(C1)O)O,116.1583,-3.020451625295905,0.044702274738427604,IVOC
CCOCC(=O)OON(=O)=O,165.1015,-0.5575202309355514,18.4485309566573,VOC
CC1C(C)(C(C(=O)O1)O)O,146.1412,-5.304518323509803,0.00029240537183882647,SVOC
CC(=O)C(C(C1C(C)(C=O)O1)O)ON(=O)=O,233.1754,-5.436518914605589,0.0003442665418660419,IVOC
C=C(CCO)C(=O)COO,146.1412,-4.823908740944319,0.0008842904390287097,IVOC
CCC(C=O)O,88.1051,-0.0074464821678643,34.936996594687876,VOC
C1=C(C(C2C(C1(N(=O)=O)OO2)ON(=O)=O)(O)OO)O,282.1186,-5.274088367704952,0.0006054445212664272,IVOC
CCC(=O)C=CC1C(C)(C=O)O1,168.1898,-3.896196279044043,0.00861656912375755,IVOC
C(CO)COO,92.0938,-3.1384655891409623,0.02700821022782017,IVOC
CC(=O)C(CC(=O)C(=O)C)CO,172.1785,-3.5016894462104,0.02187864769471165,IVOC
CC12C(=C(C(C(C)(C1ON(=O)=O)OO2)(O)OO)O)N(=O)=O,310.1718,-5.97469413473523,0.00013262920820325582,SVOC
C=C(CCO)C(=O)CC(C)(C)C(CCC(=O)O)OO,274.3102,-8.46470587995723,3.7954832406605056e-07,SVOC
CCC1C=CC(=O)O1,112.1265,-2.4775557664936803,0.15062029738642538,IVOC
Cc1cccc(C=O)c1C,134.1751,-1.40340290437354,2.137962210239584,IVOC
CC(CO)(C(=O)O)ON(=O)=O,165.1015,-3.3914739664228057,0.027040085084486878,IVOC
CCC(=O)CC(C(=O)C)O,144.1684,-2.812479279163537,0.08956159116630699,IVOC
CC(CCO)C(C)O,118.1742,-3.40340290437354,0.018830019416813906,IVOC
C=C(CCO)C(=O)CC(C)(C)C(=O)CC=O,226.2689,-5.08460016478773,0.0007512002123461604,IVOC
CC12C(C(C=C(C1(O)OO)N(=O)=O)(N(=O)=O)OO2)ON(=O)=O,325.1434,-4.943095148663527,0.0014952396172283956,IVOC
CCc1c(C)cccc1O,136.191,-2.2247537402597635,0.32743542962709293,IVOC
CC(=O)C(CC(=O)CO)O,146.1412,-3.939302159646388,0.006779560032553441,IVOC
CC(C)(OC=O)ON(=O)=O,149.1021,-0.1931419704811825,38.55429721470046,VOC
CCC(C)CC=O,100.1589,0.3856062735983122,98.18085755343793,VOC
CC(=O)C(CCC(=O)O)CO,160.1678,-5.903089986991944,8.076370328847631e-05,SVOC
CCC(=O)C(C=O)O,116.1152,-1.0338582672609675,4.332731819042744,VOC
C(CC(=O)CC=O)CO,130.1418,-3.54821356447571,0.014857106823907371,IVOC
CC(=C(C)C(=O)OON(=O)=O)C(=O)C=O,217.133,-1.496209316942819,2.7941358472190374,IVOC
CC(C(=O)Cl)Cl,126.9693,0.1303337684950061,69.14543211370312,VOC
C1CCC(CC1)O,100.1589,-1.2724587429714436,2.1575546474706115,IVOC
CC12C=CC(C(C1O)OO2)OO,174.1513,-6.185086818724926,4.5874453467366516e-05,SVOC
CCC(=O)CCC(=O)OO,146.1412,-2.630784142589857,0.1379493084884787,IVOC
C=CC(C)(CO)ON(=O)=O,147.1293,-0.9913998282380824,6.053831680448154,VOC
CCCC(C(CC(=O)CC)ON(=O)=O)O,219.235,-3.673664139071248,0.0187489413676168,IVOC
C=C(C)C(CC(=O)C(=O)O)CO,172.1785,-4.863279432843593,0.0009515475346588886,IVOC
C(C(C(CO)(CO)ON(=O)=O)ON(=O)=O)O,242.1409,-6.376750709602099,4.102498622906201e-05,SVOC
CC(C)COO,90.121,-0.5171264163912462,11.051738159777313,VOC
C1=CC(C2C(C1OO2)O)ON(=O)=O,189.1229,-3.913640169325252,0.009307540842741439,IVOC
CC(C)(C1CC(=O)CC(=O)C1(C)ON(=O)=O)OO,261.2286,-6.168770306132936,7.14465755913778e-05,SVOC
CCC(=O)CO,88.1051,-0.1965428843515861,22.60420125556611,VOC
CC12C=CC(C)(C(C)(C1O)OO2)O,186.2051,-5.392544976785332,0.00030421287904891883,IVOC
C(C(=O)Cl)(Cl)Cl,147.3877,0.4440447959180762,165.28636886992408,VOC
CC1(C)C2CC1C(=O)C(=O)C2,152.1904,-3.2700257143004445,0.03296799574400638,IVOC
CCOO,62.0678,0.093421685162235,31.046956878378445,VOC
CC(C)(CC(=O)OO)CO,148.1571,-2.151810883008601,0.42134960087903767,IVOC
CC(C)(C)O,74.1216,-0.0190880622231564,28.614602977884154,VOC
CC(C)(C=O)C(C=O)C(=O)C=O,170.1626,-2.7423214251308154,0.1242435033474853,IVOC
