Train_sizes,Train_MAE,Train_R2,Train_MSE,Test_MAE,Test_R2,Test_MSE
4633,0.970989207892897,0.6570166276523588,1.6450415242670453,1.0274560103145345,0.6123265247718095,1.8040434826696616
9267,0.8629491803795979,0.7253343824487752,1.3132690388485326,0.9819394246156852,0.6374889876951115,1.686949639151014
13900,0.8726114892407039,0.7137640180470037,1.3521938246824678,0.96345341667342,0.6469410827335162,1.64296419381826
18534,0.8847705647581614,0.7080788200288739,1.394801594565059,0.9480162696572724,0.6557884489455401,1.6017928618250183
23167,0.8889590570276241,0.7032983754085822,1.4158377930614812,0.9423303246551804,0.6593719087139231,1.5851171858924438
27801,0.8905143972945635,0.701001472825712,1.4249199757531017,0.9367800204538654,0.6637393719368819,1.5647931398417294
