compound,SMILES
11977,C(=O)(O)C(O)C(ON(=O)(=O))(C)OOC(=O)C(=O)(OO)
11979,C(=O)(O)C(O)C(ON(=O)(=O))(C1(=O))OOC1(C)C(=O)
11984,C(=O)(O)C(O)C(ON(=O)(=O))(C1(O)(O))OOC1(C)C(=O)(OON(=O)(=O))
11985,C(=O)(O)C(O)C(ON(=O)(=O))(C1(O)(O))OOC1(N(=O)(=O))C(=O)
11989,C(=O)(O)C(O)C(ON(=O)(=O))(C1(O))OOC1(C)C(=O)(OON(=O)(=O))
11992,C(=O)(O)C(O)C(ON(=O)(=O))C(=O)
11998,C(=O)(O)C(O)C(ON(=O)(=O))C(=O)C(=O)(ON(=O)(=O))
12001,C(=O)(O)C(O)C(ON(=O)(=O))C(=O)C(=O)C(=O)(O)
12009,C(=O)(O)C(O)C(ON(=O)(=O))C(=O)C(O)C(=O)
12010,C(=O)(O)C(O)C(ON(=O)(=O))C(=O)C(O)C(=O)(OON(=O)(=O))
12013,C(=O)(O)C(O)C(ON(=O)(=O))C(=O)OC(=O)
12017,C(=O)(O)C(O)C(ON(=O)(=O))C(=O)OC(=O)C(=O)(OON(=O)(=O))
12021,C(=O)(O)C(O)C(ON(=O)(=O))C(=O)OC(=O)C(=O)C(ON(=O)(=O))
12030,C(=O)(O)C(O)C(ON(=O)(=O))C(=O)OC(OO)(C)C(=O)(OO)
12033,C(=O)(O)C(O)C(ON(=O)(=O))C(=O)OC(OO)C(=O)(O)
12037,C(=O)(O)C(O)C(ON(=O)(=O))C(=O)OOC(=O)
12048,C(=O)(O)C(O)C(ON(=O)(=O))C(C)(C(=O)(O))OOC(=O)
12055,C(=O)(O)C(O)C(ON(=O)(=O))C(O)(C)C(=O)(OON(=O)(=O))
12060,C(=O)(O)C(O)C(ON(=O)(=O))C(O)(O)C(=O)C(=O)
12066,C(=O)(O)C(O)C(ON(=O)(=O))C(O)C(=O)C(=O)C(ON(=O)(=O))
12067,C(=O)(O)C(O)C(ON(=O)(=O))C(O)OC(=O)C(=O)(OON(=O)(=O))
12071,C(=O)(O)C(O)C(ON(=O)(=O))C(ON(=O)(=O))(C(=O))OC(=O)
12075,C(=O)(O)C(O)C(ON(=O)(=O))C(ON(=O)(=O))OC(=O)
12076,C(=O)(O)C(O)C(ON(=O)(=O))C(OO)(C(=O)(OO))OC(=O)
12078,C(=O)(O)C(O)C(ON(=O)(=O))C(OO)(C(=O)(OON(=O)(=O)))OC(=O)
12081,C(=O)(O)C(O)C(ON(=O)(=O))C(OO)(C(=O))OC(=O)C(=O)
12086,C(=O)(O)C(O)C(ON(=O)(=O))C(OO)(C)C(=O)
12087,C(=O)(O)C(O)C(ON(=O)(=O))C(OO)(C)OC(=O)
12088,C(=O)(O)C(O)C(ON(=O)(=O))C(OO)(C)OC(=O)C(=O)
12092,C(=O)(O)C(O)C(ON(=O)(=O))C(OO)C(=O)
12094,C(=O)(O)C(O)C(ON(=O)(=O))C(OO)C(O)C(=O)C(ON(=O)(=O))
12096,C(=O)(O)C(O)C(ON(=O)(=O))C(OO)OC(=O)C(=O)
12097,C(=O)(O)C(O)C(ON(=O)(=O))C(OO)OC(=O)C(=O)(O)
12100,C(=O)(O)C(O)C(ON(=O)(=O))C(OO)OC(=O)C(=O)C(=O)
12102,C(=O)(O)C(O)C(ON(=O)(=O))C(OO)OC(=O)C(=O)C(=O)(OON(=O)(=O))
12105,C(=O)(O)C(O)C(ON(=O)(=O))C1(C(=O)(O))OC1C(=O)
12106,C(=O)(O)C(O)C(ON(=O)(=O))C1(C(=O)(OO))OC1(ON(=O)(=O))
12118,C(=O)(O)C(O)C(ON(=O)(=O))C1(C(=O)(OON(=O)(=O)))OC1(OO)
12127,C(=O)(O)C(O)C(ON(=O)(=O))C1(C(=O))OC1(O)C(=O)(N(=O)(=O))
12137,C(=O)(O)C(O)C(ON(=O)(=O))C1(C(ON(=O)(=O)))OC1(=O)
12138,C(=O)(O)C(O)C(ON(=O)(=O))C1(C(ON(=O)(=O)))OC1(O)C(=O)
12139,C(=O)(O)C(O)C(ON(=O)(=O))C1(C(ON(=O)(=O)))OC1(OO)C(=O)
12144,C(=O)(O)C(O)C(ON(=O)(=O))C1(C(OO))OC1(ON(=O)(=O))
12148,C(=O)(O)C(O)C(ON(=O)(=O))C1(C(OO))OC1C(=O)
12152,C(=O)(O)C(O)C(ON(=O)(=O))C1(C(OO))OC1C(=O)(OON(=O)(=O))
12156,C(=O)(O)C(O)C(ON(=O)(=O))C1(C)OC1(O)C(=O)(OON(=O)(=O))
12159,C(=O)(O)C(O)C(ON(=O)(=O))C1(C)OC1(ON(=O)(=O))C(=O)(OO)
12162,C(=O)(O)C(O)C(ON(=O)(=O))C1(C)OC1(OO)C(=O)(O)
12164,C(=O)(O)C(O)C(ON(=O)(=O))C1(C)OC1(OO)C(=O)(OON(=O)(=O))
12181,C(=O)(O)C(O)C(ON(=O)(=O))C1(O)OC1C(=O)
12188,C(=O)(O)C(O)C(ON(=O)(=O))C1(OO)OC1(C)C(=O)(OO)
12193,C(=O)(O)C(O)C(ON(=O)(=O))C1(OO)OC1(OO)C(=O)
12213,C(=O)(O)C(O)C(ON(=O)(=O))C1OC1(C(=O)(OON(=O)(=O)))C(=O)(OON(=O)(=O))
12216,C(=O)(O)C(O)C(ON(=O)(=O))C1OC1(C(ON(=O)(=O)))C(=O)
12217,C(=O)(O)C(O)C(ON(=O)(=O))C1OC1(C(ON(=O)(=O)))C(=O)(OO)
12218,C(=O)(O)C(O)C(ON(=O)(=O))C1OC1(C(ON(=O)(=O)))C(=O)(OON(=O)(=O))
12219,C(=O)(O)C(O)C(ON(=O)(=O))C1OC1(C(OO))C(=O)
12220,C(=O)(O)C(O)C(ON(=O)(=O))C1OC1(C(OO))C(=O)(OO)
12221,C(=O)(O)C(O)C(ON(=O)(=O))C1OC1(C(OO))C(=O)(OON(=O)(=O))
12223,C(=O)(O)C(O)C(ON(=O)(=O))C1OC1(C)C(=O)(OO)
12224,C(=O)(O)C(O)C(ON(=O)(=O))C1OC1(C)C(=O)(OON(=O)(=O))
12231,C(=O)(O)C(O)C(ON(=O)(=O))C1OC1(O)C(=O)C(ON(=O)(=O))
12236,C(=O)(O)C(O)C(ON(=O)(=O))C1OC1(ON(=O)(=O))C(=O)C(=O)
12241,C(=O)(O)C(O)C(ON(=O)(=O))C1OC1(ON(=O)(=O))C(OO)
12242,C(=O)(O)C(O)C(ON(=O)(=O))C1OC1(OO)C(=O)
12248,C(=O)(O)C(O)C(ON(=O)(=O))C1OC1(OO)C(=O)C(=O)(OO)
12252,C(=O)(O)C(O)C(ON(=O)(=O))C1OC1(OO)C(ON(=O)(=O))
12255,C(=O)(O)C(O)C(ON(=O)(=O))C1OC1C(=O)(O)
12258,C(=O)(O)C(O)C(ON(=O)(=O))C1OC1C(=O)C(=O)
12260,C(=O)(O)C(O)C(ON(=O)(=O))C1OC1C(=O)C(=O)(OO)
12265,C(=O)(O)C(O)C(ON(=O)(=O))C1OOC(=O)C1(O)C(=O)(OON(=O)(=O))
12268,C(=O)(O)C(O)C(ON(=O)(=O))OC(=O)
12270,C(=O)(O)C(O)C(ON(=O)(=O))OOC(=O)C(=O)
12273,C(=O)(O)C(O)C(ON(=O)(=O))OOC(=O)C(=O)(OON(=O)(=O))
12274,C(=O)(O)C(O)C(ON(=O)(=O))OOC(=O)C(=O)C(=O)(OON(=O)(=O))
12276,C(=O)(O)C(O)C(ON(=O)(=O))OOC(C(=O)(O))(C)C(=O)(OON(=O)(=O))
12282,C(=O)(O)C(O)C(OO)(C(=O)(O))C(=O)(OO)
12290,C(=O)(O)C(O)C(OO)(C(=O)(O))C1OC1C(=O)(OON(=O)(=O))
12304,C(=O)(O)C(O)C(OO)(C(=O)(OON(=O)(=O)))C(O)C(=O)C(=O)
12314,C(=O)(O)C(O)C(OO)(C(=O)(OON(=O)(=O)))OOC(=O)C
12316,C(=O)(O)C(O)C(OO)(C(=O))C(=O)C
12317,C(=O)(O)C(O)C(OO)(C(=O))C(=O)C(=O)
12336,C(=O)(O)C(O)C(OO)(C(=O)C(ON(=O)(=O)))OOC(=O)
12346,C(=O)(O)C(O)C(OO)(C(ON(=O)(=O)))C(=O)C(=O)C(=O)
12358,C(=O)(O)C(O)C(OO)(C(ON(=O)(=O)))OC(=O)C(=O)(O)
12365,C(=O)(O)C(O)C(OO)(C(OO))C(=O)(OON(=O)(=O))
12367,C(=O)(O)C(O)C(OO)(C(OO))C(O)OC(=O)
12371,C(=O)(O)C(O)C(OO)(C(OO))C1OC1C(=O)(OON(=O)(=O))
12376,C(=O)(O)C(O)C(OO)(C)C(=O)(OO)
12381,C(=O)(O)C(O)C(OO)(C)C(=O)C(O)C(=O)(OON(=O)(=O))
12386,C(=O)(O)C(O)C(OO)(C)C(C(=O))C(C)(C)C(=O)
12393,C(=O)(O)C(O)C(OO)(C)C(O)OC(=O)
12394,C(=O)(O)C(O)C(OO)(C)C(O)OC(=O)C(=O)
12395,C(=O)(O)C(O)C(OO)(C)C(ON(=O)(=O))C(=O)
12396,C(=O)(O)C(O)C(OO)(C)C(ON(=O)(=O))OC(=O)
12401,C(=O)(O)C(O)C(OO)(C)C1(N(=O)(=O))OC1(O)C(=O)
12405,C(=O)(O)C(O)C(OO)(C)C1(O)OC1(OO)C(=O)
12406,C(=O)(O)C(O)C(OO)(C)C1(O)OC1C(=O)
12408,C(=O)(O)C(O)C(OO)(C)C1(O)OC1C(=O)(OON(=O)(=O))
12409,C(=O)(O)C(O)C(OO)(C)C1(OO)OC1C(=O)
12414,C(=O)(O)C(O)C(OO)(C)C1OC1(ON(=O)(=O))C(=O)
12415,C(=O)(O)C(O)C(OO)(C)C1OC1(OO)C(=O)
12422,C(=O)(O)C(O)C(OO)(C)OC(=O)C(=O)(O)
12427,C(=O)(O)C(O)C(OO)(C)OOC(=O)C(=O)(OON(=O)(=O))
12428,C(=O)(O)C(O)C(OO)(C1(=O))OOC1(C(=O))C(=O)
12429,C(=O)(O)C(O)C(OO)(C1(=O))OOC1(C)C(=O)
12432,C(=O)(O)C(O)C(OO)(C1(=O))OOC1C(=O)
12436,C(=O)(O)C(O)C(OO)(C1(O)(O))OOC1(C)C(=O)
12441,C(=O)(O)C(O)C(OO)(C1(O))OOC1(C(ON(=O)(=O)))C(=O)
12448,C(=O)(O)C(O)C(OO)(C1(O)C(ON(=O)(=O)))OOC1C(=O)
12450,C(=O)(O)C(O)C(OO)C(=O)(O)
12455,C(=O)(O)C(O)C(OO)C(=O)C(=O)(OON(=O)(=O))
12456,C(=O)(O)C(O)C(OO)C(=O)C(=O)C(=O)
12468,C(=O)(O)C(O)C(OO)C(=O)C(ON(=O)(=O))
12469,C(=O)(O)C(O)C(OO)C(=O)C(OO)
12472,C(=O)(O)C(O)C(OO)C(=O)OC(=O)C(=O)(O)
12474,C(=O)(O)C(O)C(OO)C(=O)OC(=O)C(=O)C(=O)
12475,C(=O)(O)C(O)C(OO)C(=O)OC(=O)C(=O)C(ON(=O)(=O))
12476,C(=O)(O)C(O)C(OO)C(=O)OC(=O)C(ON(=O)(=O))
12481,C(=O)(O)C(O)C(OO)C(=O)OOC(=O)
12498,C(=O)(O)C(O)C(OO)C(O)C(=O)
12503,C(=O)(O)C(O)C(OO)C(O)OC(=O)C(=O)(O)
12510,C(=O)(O)C(O)C(OO)C(ON(=O)(=O))(C)C(=O)
12512,C(=O)(O)C(O)C(OO)C(ON(=O)(=O))C(=O)
12513,C(=O)(O)C(O)C(OO)C(ON(=O)(=O))OC(=O)
12516,C(=O)(O)C(O)C(OO)C(OO)(C)OC(=O)
12519,C(=O)(O)C(O)C(OO)C(OO)OC(=O)C(=O)
12520,C(=O)(O)C(O)C(OO)C1(C(=O)(O))OC1C(=O)
12522,C(=O)(O)C(O)C(OO)C1(C(=O)(OO))OC1(ON(=O)(=O))
12523,C(=O)(O)C(O)C(OO)C1(C(=O)(OO))OC1(ON(=O)(=O))C(=O)
12527,C(=O)(O)C(O)C(OO)C1(C(=O)(OON(=O)(=O)))OC1(O)C(=O)
12528,C(=O)(O)C(O)C(OO)C1(C(=O)(OON(=O)(=O)))OC1(ON(=O)(=O))
12529,C(=O)(O)C(O)C(OO)C1(C(=O)(OON(=O)(=O)))OC1(ON(=O)(=O))C(=O)
12533,C(=O)(O)C(O)C(OO)C1(C(=O)(OON(=O)(=O)))OC1C(=O)(OON(=O)(=O))
12535,C(=O)(O)C(O)C(OO)C1(C(=O))OC1(O)C(=O)
12543,C(=O)(O)C(O)C(OO)C1(C(=O))OC1C(=O)(OON(=O)(=O))
12544,C(=O)(O)C(O)C(OO)C1(C(O))OC1(OO)C(=O)
12545,C(=O)(O)C(O)C(OO)C1(C(O))OC1C(=O)
12546,C(=O)(O)C(O)C(OO)C1(C(ON(=O)(=O)))OC1(=O)
12547,C(=O)(O)C(O)C(OO)C1(C(ON(=O)(=O)))OC1(O)C(=O)
12549,C(=O)(O)C(O)C(OO)C1(C(ON(=O)(=O)))OC1(OO)C(=O)
12552,C(=O)(O)C(O)C(OO)C1(C(OO))OC1(=O)
12553,C(=O)(O)C(O)C(OO)C1(C(OO))OC1(O)C(=O)(N(=O)(=O))
12557,C(=O)(O)C(O)C(OO)C1(C(OO))OC1C(=O)
12558,C(=O)(O)C(O)C(OO)C1(C(OO))OC1C(=O)(N(=O)(=O))
12560,C(=O)(O)C(O)C(OO)C1(C(OO))OC1C(=O)(OON(=O)(=O))
12567,C(=O)(O)C(O)C(OO)C1(C)OC1(ON(=O)(=O))C(=O)(OON(=O)(=O))
12569,C(=O)(O)C(O)C(OO)C1(C)OC1(OO)C(=O)(O)
12583,C(=O)(O)C(O)C(OO)C1(O)OC1(N(=O)(=O))C(=O)
12589,C(=O)(O)C(O)C(OO)C1(O)OC1C(=O)
12595,C(=O)(O)C(O)C(OO)C1(ON(=O)(=O))OC1C(=O)(OON(=O)(=O))
12596,C(=O)(O)C(O)C(OO)C1(OO)OC1(C(=O))C(=O)
12598,C(=O)(O)C(O)C(OO)C1(OO)OC1(C)C(=O)(OON(=O)(=O))
12599,C(=O)(O)C(O)C(OO)C1(OO)OC1(N(=O)(=O))C(=O)
12602,C(=O)(O)C(O)C(OO)C1(OO)OC1C(=O)
12603,C(=O)(O)C(O)C(OO)C1(OO)OC1C(=O)(O)
12611,C(=O)(O)C(O)C(OO)C1OC1(C(=O)(O))C(=O)(O)
12613,C(=O)(O)C(O)C(OO)C1OC1(C(=O)(O))C(ON(=O)(=O))
12615,C(=O)(O)C(O)C(OO)C1OC1(C(=O)(OO))C(=O)
12616,C(=O)(O)C(O)C(OO)C1OC1(C(=O)(OON(=O)(=O)))C(=O)
12618,C(=O)(O)C(O)C(OO)C1OC1(C(=O))C(=O)
12620,C(=O)(O)C(O)C(OO)C1OC1(C(ON(=O)(=O)))C(=O)
12621,C(=O)(O)C(O)C(OO)C1OC1(C(ON(=O)(=O)))C(=O)(OO)
12627,C(=O)(O)C(O)C(OO)C1OC1(C)C(=O)(OON(=O)(=O))
12628,C(=O)(O)C(O)C(OO)C1OC1(N(=O)(=O))C(=O)(O)
12633,C(=O)(O)C(O)C(OO)C1OC1(O)C(=O)C(=O)
12635,C(=O)(O)C(O)C(OO)C1OC1(ON(=O)(=O))C(=O)
12637,C(=O)(O)C(O)C(OO)C1OC1(ON(=O)(=O))C(=O)(OO)
12641,C(=O)(O)C(O)C(OO)C1OC1(OO)C(=O)
12643,C(=O)(O)C(O)C(OO)C1OC1(OO)C(=O)(OON(=O)(=O))
12646,C(=O)(O)C(O)C(OO)C1OC1(OO)C(ON(=O)(=O))
12648,C(=O)(O)C(O)C(OO)C1OC1C(=O)
12650,C(=O)(O)C(O)C(OO)C1OC1C(=O)(OO)
12658,C(=O)(O)C(O)C(OO)CC(=O)
12660,C(=O)(O)C(O)C(OO)OC(=O)C(=O)
12661,C(=O)(O)C(O)C(OO)OC(=O)C(=O)(O)
12669,C(=O)(O)C(O)C(OO)OOC(=O)C(=O)
12671,C(=O)(O)C(O)C(OO)OOC(=O)C(=O)(OON(=O)(=O))
12672,C(=O)(O)C(O)C(OO)OOC(=O)C(ON(=O)(=O))
12673,C(=O)(O)C(O)C(OO)OOC(=O)C(OO)
12677,C(=O)(O)C(O)C1(C(=O)(O))OOC(O)(C1(O))C(=O)
12683,C(=O)(O)C(O)C1(C(=O)(OON(=O)(=O)))OOC(C1(O)(O))C(=O)
12688,C(=O)(O)C(O)C1(C(=O))OOC(C1(O))C(=O)
12690,C(=O)(O)C(O)C1(C(=O))OOC(OO)(C1(=O))C(=O)
12695,C(=O)(O)C(O)C1(C(ON(=O)(=O)))OC1(OO)
12707,C(=O)(O)C(O)C1(C(ON(=O)(=O)))OOC(O)(C1(O)(N(=O)(=O)))C(=O)
12708,C(=O)(O)C(O)C1(C(ON(=O)(=O)))OOC(O)(C1(O))C(=O)
12711,C(=O)(O)C(O)C1(C(OO))OC1(ON(=O)(=O))
12721,C(=O)(O)C(O)C1(C)OC1(ON(=O)(=O))C(=O)(OON(=O)(=O))
12725,C(=O)(O)C(O)C1(C)OC1C(=O)(O)
12727,C(=O)(O)C(O)C1(C)OC1C(=O)(OON(=O)(=O))
12731,C(=O)(O)C(O)C1(C)OOC(C1(=O))C(=O)(OON(=O)(=O))
12732,C(=O)(O)C(O)C1(C)OOC(C1(O)(O))C(=O)
12734,C(=O)(O)C(O)C1(C)OOC(C1(O)(O))C(=O)(OON(=O)(=O))
12738,C(=O)(O)C(O)C1(C)OOC(C1(O))C(=O)(OO)
12741,C(=O)(O)C(O)C1(C)OOC(N(=O)(=O))(C1(O)(OO))C(=O)
12746,C(=O)(O)C(O)C1(C)OOC(ON(=O)(=O))(C1(O)(O))C(=O)
12747,C(=O)(O)C(O)C1(C)OOC(ON(=O)(=O))(C1(O))C(=O)
12761,C(=O)(O)C(O)C1(O)OC1(O)C(=O)
12763,C(=O)(O)C(O)C1(O)OC1(OO)C(=O)
12764,C(=O)(O)C(O)C1(O)OC1(OO)C(=O)(OON(=O)(=O))
12767,C(=O)(O)C(O)C1(O)OC1C(=O)(OO)
12768,C(=O)(O)C(O)C1(O)OC1C(=O)(OON(=O)(=O))
12777,C(=O)(O)C(O)C1(ON(=O)(=O))OC1(O)C(=O)
12778,C(=O)(O)C(O)C1(ON(=O)(=O))OC1(OO)C(=O)
12779,C(=O)(O)C(O)C1(ON(=O)(=O))OC1C(=O)(O)
12784,C(=O)(O)C(O)C1(OO)OC1(C)C(=O)(OO)
12788,C(=O)(O)C(O)C1(OO)OC1(ON(=O)(=O))C(=O)
12789,C(=O)(O)C(O)C1(OO)OC1(OO)C(=O)
12790,C(=O)(O)C(O)C1(OO)OC1C(=O)
12796,C(=O)(O)C(O)C1OC1(C(=O)(OO))C(=O)
12800,C(=O)(O)C(O)C1OC1(C(ON(=O)(=O)))C(=O)(OON(=O)(=O))
12801,C(=O)(O)C(O)C1OC1(C(OO))C(=O)(OON(=O)(=O))
12805,C(=O)(O)C(O)C1OC1(C)C(=O)C(=O)(O)
12806,C(=O)(O)C(O)C1OC1(C)C(O)(O)C(=O)(OON(=O)(=O))
12822,C(=O)(O)C(O)C1OC1C(=O)(OO)
12835,C(=O)(O)C(O)C1OOC(=O)C1(O)C(=O)(OON(=O)(=O))
12838,C(=O)(O)C(O)C1OOC(C(=O)(OON(=O)(=O)))C1(O)C(=O)(OON(=O)(=O))
12839,C(=O)(O)C(O)C1OOC(C(=O)(OON(=O)(=O)))C1(O)C(ON(=O)(=O))
12844,C(=O)(O)C(O)C1OOC(C(=O))C1(O)C(=O)(OON(=O)(=O))
12845,C(=O)(O)C(O)C1OOC(C(=O))C1(O)C(ON(=O)(=O))
12850,C(=O)(O)C(O)C1OOC(C1(=O))C(=O)C(=O)(OO)
12852,C(=O)(O)C(O)C1OOC(C1(=O))C(=O)C(OO)
12861,C(=O)(O)C(O)C1OOC(C1(O))C(=O)C(=O)(OO)
12875,C(=O)(O)C(O)C1OOC(O)(C1(=O))C(=O)(OON(=O)(=O))
12876,C(=O)(O)C(O)C1OOC(O)(C1(=O))C(=O)C(ON(=O)(=O))
12881,C(=O)(O)C(O)C1OOC(O)(C1(O)(O))C(=O)(OON(=O)(=O))
12882,C(=O)(O)C(O)C1OOC(O)(C1(O)(OO))C(=O)
12886,C(=O)(O)C(O)C1OOC(ON(=O)(=O))(C(=O)(OON(=O)(=O)))C1(O)C
12892,C(=O)(O)C(O)C1OOC(ON(=O)(=O))(C1(O)(O))C(=O)(OON(=O)(=O))
12896,C(=O)(O)C(O)C1OOC(OO)(C(=O))C1(O)C
12904,C(=O)(O)C(O)C1OOC(OO)(C1(O))C(=O)(OON(=O)(=O))
12905,C(=O)(O)C(O)CC(=O)
12907,C(=O)(O)C(O)CC(=O)C(=O)
12909,C(=O)(O)C(O)CC(=O)C(C)(C)C(=O)(OO)
12910,C(=O)(O)C(O)CC(=O)C(O)(C)C(=O)(OON(=O)(=O))
12913,C(=O)(O)C(O)CC(=O)C(ON(=O)(=O))
12916,C(=O)(O)C(O)CC(C(=O)(O))C(C)(C)C(=O)(OON(=O)(=O))
12919,C(=O)(O)C(O)CC(C(=O)(OON(=O)(=O)))C(C)(C)C(=O)(OON(=O)(=O))
12920,C(=O)(O)C(O)CC(C(=O)(OON(=O)(=O)))C(OO)(C)C
12922,C(=O)(O)C(O)CC(C(ON(=O)(=O))(C)C)CC(=O)
12926,C(=O)(O)C(O)CC(ON(=O)(=O))C(C)(C)C(=O)(OON(=O)(=O))
12936,C(=O)(O)C(O)OC(=O)C(=O)
12937,C(=O)(O)C(O)OC(=O)C(=O)(O)
12940,C(=O)(O)C(O)OC(=O)C(=O)C(=O)(OO)
12942,C(=O)(O)C(O)OC(=O)C(=O)C(ON(=O)(=O))
12945,C(=O)(O)C(O)OC(=O)C(O)C(=O)
12946,C(=O)(O)C(O)OC(=O)C(O)C(=O)(OON(=O)(=O))
12955,C(=O)(O)C(O)OOC(=O)C(=O)C(=O)(O)
12957,C(=O)(O)C(O)OOC(=O)C(=O)C(=O)C(ON(=O)(=O))
12958,C(=O)(O)C(O)OOC(=O)C(=O)C(=O)C(OO)
12960,C(=O)(O)C(O)OOC(=O)C(=O)C(OO)
12967,C(=O)(O)C(O)OOC(=O)C(ON(=O)(=O))(C)C(=O)
12968,C(=O)(O)C(O)OOC(=O)C(ON(=O)(=O))(C)C(=O)(OON(=O)(=O))
12975,C(=O)(O)C(O)OOC(=O)C(OO)(C)C(=O)
12978,C(=O)(O)C(O)OOC(=O)C(OO)C(=O)(OON(=O)(=O))
12985,C(=O)(O)C(O)OOC(ON(=O)(=O))C(=O)
12986,C(=O)(O)C(O)OOC(ON(=O)(=O))C(=O)(OON(=O)(=O))
12987,C(=O)(O)C(O)OOC(ON(=O)(=O))C(=O)C(=O)
12994,C(=O)(O)C(O)OOC(OO)(C)C(OO)C(=O)
12998,C(=O)(O)C(O)OOC(OO)C(OO)C(=O)
12999,C(=O)(O)C(ON(=O)(=O))
13002,C(=O)(O)C(ON(=O)(=O))(C(=O)(O))C(=O)C=CC(=O)
13009,C(=O)(O)C(ON(=O)(=O))(C(=O)(O))C(C)(C)C(=O)(OON(=O)(=O))
13010,C(=O)(O)C(ON(=O)(=O))(C(=O)(O))C(C)(C)OOC(=O)
13011,C(=O)(O)C(ON(=O)(=O))(C(=O)(O))C(O)(C(=O))OOC(=O)
13027,C(=O)(O)C(ON(=O)(=O))(C(=O)(O))C(OO)(C1(O))OOC1C(=O)
13028,C(=O)(O)C(ON(=O)(=O))(C(=O)(O))C(OO)OC(=O)
13031,C(=O)(O)C(ON(=O)(=O))(C(=O)(O))C1OOC(C1(O))C(=O)
13033,C(=O)(O)C(ON(=O)(=O))(C(=O)(O))OC(=O)
13034,C(=O)(O)C(ON(=O)(=O))(C(=O)(O))OOC(=O)
13038,C(=O)(O)C(ON(=O)(=O))(C(=O)(O))OOC(=O)C(O)C(=O)
13042,C(=O)(O)C(ON(=O)(=O))(C(=O)(O))OOC(O)C(=O)(OON(=O)(=O))
13048,C(=O)(O)C(ON(=O)(=O))(C(=O)(OO))C(=O)C(=O)C(=O)
13058,C(=O)(O)C(ON(=O)(=O))(C(=O)(OO))C(C(=O))OOC(=O)
13061,C(=O)(O)C(ON(=O)(=O))(C(=O)(OO))C(C)(C(O))C(=O)
13063,C(=O)(O)C(ON(=O)(=O))(C(=O)(OO))C(C)(C(OO))C(=O)
13065,C(=O)(O)C(ON(=O)(=O))(C(=O)(OO))C(C)(C)OOC(=O)
13067,C(=O)(O)C(ON(=O)(=O))(C(=O)(OO))C(O)(C(=O))OOC(=O)
13072,C(=O)(O)C(ON(=O)(=O))(C(=O)(OO))C(O)(O)C(=O)C(ON(=O)(=O))C(=O)
13073,C(=O)(O)C(ON(=O)(=O))(C(=O)(OO))C(O)C(=O)
13080,C(=O)(O)C(ON(=O)(=O))(C(=O)(OO))C(O)C(ON(=O)(=O))OC(=O)
13082,C(=O)(O)C(ON(=O)(=O))(C(=O)(OO))C(O)C1OC1C(=O)
13083,C(=O)(O)C(ON(=O)(=O))(C(=O)(OO))C(O)C1OC1C(=O)(OON(=O)(=O))
13099,C(=O)(O)C(ON(=O)(=O))(C(=O)(OO))C(OO)OC(=O)C(=O)
13106,C(=O)(O)C(ON(=O)(=O))(C(=O)(OO))OOC(=O)C(O)C(=O)
13108,C(=O)(O)C(ON(=O)(=O))(C(=O)(OO))OOC(O)(C)C(=O)(OON(=O)(=O))
13113,C(=O)(O)C(ON(=O)(=O))(C(=O)(OON(=O)(=O)))C(=O)CC(=O)
13114,C(=O)(O)C(ON(=O)(=O))(C(=O)(OON(=O)(=O)))C(=O)OC(=O)
13115,C(=O)(O)C(ON(=O)(=O))(C(=O)(OON(=O)(=O)))C(=O)OOC(=O)C(=O)
13129,C(=O)(O)C(ON(=O)(=O))(C(=O)(OON(=O)(=O)))C(O)C(=O)OC(=O)
13135,C(=O)(O)C(ON(=O)(=O))(C(=O)(OON(=O)(=O)))C(O)C1OC1C(=O)
13136,C(=O)(O)C(ON(=O)(=O))(C(=O)(OON(=O)(=O)))C(O)C1OC1C(=O)(OON(=O)(=O))
13137,C(=O)(O)C(ON(=O)(=O))(C(=O)(OON(=O)(=O)))C(O)C=CC(=O)
13145,C(=O)(O)C(ON(=O)(=O))(C(=O)(OON(=O)(=O)))C(ON(=O)(=O))C1OC1(O)C(=O)
13148,C(=O)(O)C(ON(=O)(=O))(C(=O)(OON(=O)(=O)))C(ON(=O)(=O))OOC(=O)C(=O)
13160,C(=O)(O)C(ON(=O)(=O))(C(=O)(OON(=O)(=O)))C1OOC(O)(C1(O)(N(=O)(=O)))C(=O)
13164,C(=O)(O)C(ON(=O)(=O))(C(=O)(OON(=O)(=O)))OOC(=O)C(=O)C(=O)
13166,C(=O)(O)C(ON(=O)(=O))(C(=O)(OON(=O)(=O)))OOC(=O)C(O)C(=O)
13171,C(=O)(O)C(ON(=O)(=O))(C(=O))C(=O)C(=O)
13174,C(=O)(O)C(ON(=O)(=O))(C(=O))C(=O)C(=O)C(OO)C(=O)
13178,C(=O)(O)C(ON(=O)(=O))(C(=O))C(=O)C(O)C(=O)
13181,C(=O)(O)C(ON(=O)(=O))(C(=O))C(=O)C1OC1C(=O)
13186,C(=O)(O)C(ON(=O)(=O))(C(=O))C(C(=O)(O))OOC(=O)
13190,C(=O)(O)C(ON(=O)(=O))(C(=O))C(C(=O))OOC(=O)C(=O)
13201,C(=O)(O)C(ON(=O)(=O))(C(=O))C(O)(C1(O))OOC1C(=O)
13205,C(=O)(O)C(ON(=O)(=O))(C(=O))C(O)(O)C(=O)C(OO)C(=O)
13206,C(=O)(O)C(ON(=O)(=O))(C(=O))C(O)(OO)C(=O)
