Train_sizes,Train_MAE,Train_R2,Train_MSE,Test_MAE,Test_R2,Test_MSE
4633,0.6801530566056091,0.8083570593028965,0.8788272958349896,0.7883620618521935,0.7524438573059602,1.1854809093677112
9267,0.6945774079931352,0.8028727862890279,0.9169705995747982,0.7700196144149614,0.7594573484152489,1.1518951549299474
13900,0.6968738970724179,0.8031615461894941,0.930637697075957,0.7595767560941886,0.7642131793929267,1.129120737899284
18534,0.7005601296596926,0.7981542165402069,0.9494835548053232,0.7523874897296053,0.7672183491306502,1.1147297746425817
23167,0.6932620785425149,0.8007368039766997,0.9412094949706968,0.748665753339724,0.7684264144173922,1.1089446694170877
27801,0.6980646731179952,0.7982932346416672,0.9574959323359888,0.744571903212305,0.7701158497463217,1.100854410341866
